Ubicacion,Fallo,Tiempo_medio_entre_fallos(h),Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Este,1,844.6,81.59,4.77,64191.0,Generador,GE,M400,625.0,7863
Planta Norte,0,675.6666666666666,114.88499999999999,1.3399999999999999,70264.5,Motor,ABB,M400,1460.0,5716
Planta Oeste,1,732.3076923076923,76.73,0.81,40080.0,Generador,Schneider,Y200,4786.0,3780
Planta Norte,0,727.5,148.28,3.43,7202.0,Generador,Schneider,Y200,2363.0,5881
Planta Norte,0,727.5,125.69,4.8,48713.0,Generador,Schneider,Y200,2363.0,5881
Planta Este,0,1245.6,109.06,2.04,84052.0,Compresor,GE,X100,3217.0,7013
Planta Oeste,0,762.75,116.91,1.91,41248.0,Transformador,Schneider,Y200,4004.0,1119
Planta Oeste,0,762.75,104.73,3.48,7030.0,Transformador,Schneider,Y200,4004.0,1119
Planta Este,1,979.375,87.4,4.39,55785.0,Compresor,Schneider,M400,216.0,5122
Planta Oeste,1,1201.5714285714287,112.83,4.94,66570.0,Generador,ABB,Z300,1144.0,6556
Planta Sur,0,959.8888888888889,93.06,3.8,9369.0,Transformador,GE,M400,423.0,5091
Planta Sur,0,959.8888888888889,136.58,0.92,52410.0,Transformador,GE,M400,423.0,5091
Planta Sur,0,837.2,85.33,4.93,61901.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,0,837.2,86.975,3.38,20018.5,Transformador,Schneider,M400,1099.0,8663
Planta Sur,0,837.2,69.21,0.55,37154.0,Transformador,Schneider,M400,1099.0,8663
Planta Oeste,1,846.3636363636364,129.72,3.06,9412.0,Generador,Siemens,Y200,1825.0,5485
Planta Oeste,1,846.3636363636364,120.62,1.25,47690.0,Generador,Siemens,Y200,1825.0,5485
Planta Oeste,1,1196.6666666666667,130.64,4.93,83707.0,Compresor,GE,M400,2537.0,1190
Planta Norte,1,769.6666666666666,92.63,0.15,9070.0,Compresor,Siemens,X100,3778.0,7104
Planta Norte,1,769.6666666666666,52.44,0.7,5964.0,Compresor,Siemens,X100,3778.0,7104
Planta Oeste,0,1633.4,92.9,0.4,89115.0,Compresor,GE,M400,3918.0,1988
Planta Norte,1,719.75,75.57,0.83,61821.0,Compresor,Siemens,Z300,2569.0,5766
Planta Norte,1,792.1818181818181,80.34,4.2,83456.0,Motor,Schneider,M400,4597.0,3659
Planta Norte,1,792.1818181818181,108.3,0.26,62874.0,Motor,Schneider,M400,4597.0,3659
Planta Sur,0,972.0,137.63,1.21,88749.0,Transformador,Siemens,Y200,11976.5,1947
Planta Norte,1,1236.857142857143,60.85,3.61,6788.0,Motor,Siemens,Y200,2089.0,8444
Planta Norte,1,1236.857142857143,68.45,4.16,38121.0,Motor,Siemens,Y200,2089.0,8444
Planta Norte,0,1236.857142857143,60.85,3.61,6788.0,Motor,Siemens,Y200,2089.0,8444
Planta Norte,0,1236.857142857143,68.45,4.16,38121.0,Motor,Siemens,Y200,2089.0,8444
Planta Sur,1,974.125,97.42,2.45,40458.0,Compresor,GE,Z300,621.0,3529
Planta Sur,1,974.125,62.83,0.66,32653.0,Compresor,GE,Z300,621.0,3529
Planta Sur,1,974.125,59.47,4.66,49316.0,Compresor,GE,Z300,621.0,3529
Planta Sur,1,974.125,74.74,1.49,59498.0,Compresor,GE,Z300,621.0,3529
Planta Sur,0,1410.0,53.13,3.9,9363.0,Transformador,Siemens,M400,1708.0,1141
Planta Sur,0,1410.0,90.53,3.35,81858.0,Transformador,Siemens,M400,1708.0,1141
Planta Sur,0,1410.0,148.37,4.59,33473.0,Transformador,Siemens,M400,1708.0,1141
Planta Sur,0,1410.0,144.5,1.63,29357.0,Transformador,Siemens,M400,1708.0,1141
Planta Sur,0,1410.0,127.21,0.17,49916.0,Transformador,Siemens,M400,1708.0,1141
Planta Oeste,0,846.3636363636364,129.72,3.06,9412.0,Generador,Siemens,Y200,1825.0,5485
Planta Oeste,0,846.3636363636364,120.62,1.25,47690.0,Generador,Siemens,Y200,1825.0,5485
Planta Oeste,1,823.3636363636364,88.88,3.99,54982.0,Generador,ABB,M400,3458.0,8225
Planta Norte,1,714.8333333333334,147.96,0.68,90637.0,Motor,GE,Z300,2945.0,3638
Planta Norte,1,875.3333333333334,104.22,2.02,69404.0,Motor,GE,Z300,3261.0,3846
Planta Este,0,570.6,66.41,1.35,61589.0,Transformador,ABB,Z300,2727.0,6994
Planta Sur,0,1867.2,88.88,0.38,56023.0,Generador,ABB,Z300,2029.0,3557
Planta Sur,0,1867.2,83.4,4.91,66119.0,Generador,ABB,Z300,2029.0,3557
Planta Sur,0,1867.2,145.62,4.31,89898.0,Generador,ABB,Z300,2029.0,3557
Planta Sur,0,1867.2,81.54,0.6,36163.0,Generador,ABB,Z300,2029.0,3557
Planta Sur,0,1867.2,55.79,2.33,4693.0,Generador,ABB,Z300,2029.0,3557
Planta Norte,0,1109.375,92.26,0.57,13582.0,Generador,Schneider,X100,4082.0,6958
Planta Norte,0,1109.375,53.08,2.56,73410.0,Generador,Schneider,X100,4082.0,6958
Planta Norte,0,1109.375,139.61,0.21,47740.0,Generador,Schneider,X100,4082.0,6958
Planta Sur,1,1184.625,100.64,4.07,20412.0,Transformador,ABB,Z300,2109.0,8902
Planta Sur,1,1184.625,65.01,2.81,12371.0,Transformador,ABB,Z300,2109.0,8902
Planta Norte,0,2247.25,51.0,1.54,35397.0,Compresor,GE,M400,3511.0,4698
Planta Norte,0,2247.25,147.6,2.35,47524.0,Compresor,GE,M400,3511.0,4698
Planta Norte,0,2247.25,59.8,4.86,35310.0,Compresor,GE,M400,3511.0,4698
Planta Norte,0,2247.25,74.14,4.56,59520.0,Compresor,GE,M400,3511.0,4698
Planta Norte,0,2247.25,100.12,1.62,18330.0,Compresor,GE,M400,3511.0,4698
Planta Norte,0,1493.5,55.31,3.66,31962.0,Compresor,Siemens,Y200,1329.0,4014
Planta Sur,0,694.8,132.72,3.74,57416.0,Compresor,Siemens,Z300,3902.0,9335
Planta Sur,0,694.8,95.38,1.25,49858.0,Compresor,Siemens,Z300,3902.0,9335
Planta Oeste,0,827.1111111111111,116.85,1.23,8616.0,Motor,ABB,X100,3607.0,3554
Planta Oeste,1,830.5555555555555,131.59,1.41,53258.0,Transformador,Schneider,Y200,2662.0,1005
Planta Oeste,1,830.5555555555555,66.4,1.25,70851.0,Transformador,Schneider,Y200,2662.0,1005
Planta Norte,1,972.0,137.63,1.21,88749.0,Transformador,Siemens,Y200,11976.5,1947
Planta Oeste,1,951.2,113.29,0.17,28373.0,Motor,ABB,Y200,742.0,4856
Planta Sur,1,962.8888888888889,111.27,3.99,60200.0,Generador,Siemens,X100,953.0,3630
Planta Sur,1,962.8888888888889,104.66,1.17,12590.0,Generador,Siemens,X100,953.0,3630
Planta Sur,1,962.8888888888889,108.8,3.08,82180.0,Generador,Siemens,X100,953.0,3630
Planta Sur,1,741.75,50.91,3.72,371.0,Transformador,GE,Y200,3710.0,6636
Planta Sur,1,741.75,126.23,2.6,38282.0,Transformador,GE,Y200,3710.0,6636
Planta Oeste,0,661.5,98.56,4.77,86170.0,Transformador,Siemens,Z300,855.0,3689
Planta Este,0,1482.5,147.57,0.43,48223.0,Motor,ABB,Y200,4152.0,3183
Planta Norte,1,747.3636363636364,117.995,1.725,8760.0,Motor,ABB,M400,1407.0,6355
Planta Este,0,681.5454545454545,111.42,1.28,71008.0,Transformador,ABB,Y200,2069.0,3105
Planta Este,0,681.5454545454545,53.72,0.93,72473.0,Transformador,ABB,Y200,2069.0,3105
Planta Este,0,681.5454545454545,66.8,4.1,35080.0,Transformador,ABB,Y200,2069.0,3105
Planta Norte,1,960.7777777777778,106.84,2.74,86233.0,Generador,GE,X100,248.0,865
Planta Oeste,1,1063.375,139.71,2.28,23355.0,Transformador,ABB,M400,11976.5,1474
Planta Oeste,1,1063.375,136.92,4.02,75127.0,Transformador,ABB,M400,11976.5,1474
Planta Oeste,1,1063.375,122.04,1.46,13082.0,Transformador,ABB,M400,11976.5,1474
Planta Norte,1,1352.5714285714287,95.89,3.21,72039.0,Transformador,Siemens,M400,791.0,2011
Planta Oeste,0,840.1818181818181,50.81,1.69,14641.0,Generador,GE,Z300,1885.0,5439
Planta Este,0,1374.3333333333333,101.26,4.54,68310.0,Motor,Siemens,Y200,2525.0,1622
Planta Oeste,0,1570.4,130.19,3.31,10312.0,Compresor,Siemens,X100,11976.5,6451
Planta Oeste,0,1570.4,94.28,4.27,23607.0,Compresor,Siemens,X100,11976.5,6451
Planta Oeste,1,440.7142857142857,132.26,1.8,86067.0,Generador,ABB,Y200,1702.0,8433
Planta Norte,0,804.1818181818181,139.66,2.55,59441.0,Motor,GE,Z300,131.0,7942
Planta Norte,0,804.1818181818181,98.35,2.69,2866.0,Motor,GE,Z300,131.0,7942
Planta Norte,0,804.1818181818181,120.04,1.78,68957.0,Motor,GE,Z300,131.0,7942
Planta Norte,0,804.1818181818181,74.57,2.84,96413.0,Motor,GE,Z300,131.0,7942
Planta Norte,1,769.0,75.53,2.7,98165.0,Transformador,Schneider,Y200,2232.0,2417
Planta Norte,1,769.0,124.58,1.83,12238.0,Transformador,Schneider,Y200,2232.0,2417
Planta Sur,1,854.375,80.24,3.28,16828.0,Motor,Schneider,Y200,3607.0,6085
Planta Sur,1,854.375,130.46,1.76,39292.0,Motor,Schneider,Y200,3607.0,6085
Planta Sur,1,1254.142857142857,71.47,1.6,44893.0,Transformador,Siemens,X100,2838.0,5809
Planta Sur,1,1254.142857142857,140.47,4.01,60762.0,Transformador,Siemens,X100,2838.0,5809
Planta Norte,1,908.125,98.72,2.85,13620.0,Transformador,GE,M400,1095.0,1294
Planta Norte,1,908.125,57.88,4.68,41114.0,Transformador,GE,M400,1095.0,1294
Planta Este,1,736.25,90.21,2.66,70179.0,Generador,Schneider,Y200,2697.0,2593
Planta Este,1,736.25,97.39,1.38,43749.0,Generador,Schneider,Y200,2697.0,2593
Planta Este,1,736.25,68.63,2.35,75425.0,Generador,Schneider,Y200,2697.0,2593
Planta Norte,1,1063.375,139.71,2.28,23355.0,Transformador,ABB,M400,11976.5,1474
Planta Norte,1,1063.375,136.92,4.02,75127.0,Transformador,ABB,M400,11976.5,1474
Planta Norte,1,1063.375,122.04,1.46,13082.0,Transformador,ABB,M400,11976.5,1474
Planta Sur,0,1233.25,147.43,2.21,59258.0,Generador,GE,X100,2625.0,4602
Planta Norte,1,724.9166666666666,115.78,0.78,46870.0,Compresor,Schneider,Z300,506.0,9555
Planta Este,0,1265.4,51.64,4.1,37085.0,Generador,GE,M400,1804.0,3875
Planta Oeste,0,986.6,123.53,1.17,75198.0,Transformador,Schneider,M400,4310.0,8649
Planta Oeste,0,986.6,106.51,1.46,72098.0,Transformador,Schneider,M400,4310.0,8649
Planta Oeste,0,440.7142857142857,132.26,1.8,86067.0,Generador,ABB,Y200,1702.0,8433
Planta Este,0,1727.2,54.97,0.53,10572.0,Motor,Siemens,M400,3820.0,2081
Planta Este,0,1727.2,69.61,4.38,74440.0,Motor,Siemens,M400,3820.0,2081
Planta Norte,1,942.875,62.94,4.64,36561.0,Motor,GE,Y200,4749.0,6273
Planta Norte,1,942.875,106.88,3.6,65127.0,Motor,GE,Y200,4749.0,6273
Planta Norte,1,942.875,63.35,4.8,9615.0,Motor,GE,Y200,4749.0,6273
Planta Oeste,0,606.9166666666666,67.41,3.52,72352.0,Generador,ABB,Y200,2152.0,6467
Planta Este,0,552.3,147.04,0.29,88873.0,Generador,Schneider,Z300,4192.0,9303
Planta Norte,1,948.8888888888889,139.63,1.71,75172.0,Transformador,Siemens,X100,589.0,8199
Planta Norte,1,948.8888888888889,109.85,1.04,11419.0,Transformador,Siemens,X100,589.0,8199
Planta Este,1,1035.0,75.4,3.12,23294.0,Compresor,GE,Y200,1652.0,8840
Planta Norte,1,833.9,112.89,1.31,97043.0,Generador,ABB,Y200,1884.0,6904
Planta Norte,1,833.9,72.39,1.69,35299.0,Generador,ABB,Y200,1884.0,6904
Planta Norte,1,833.9,98.15,1.41,91472.0,Generador,ABB,Y200,1884.0,6904
Planta Norte,1,833.9,119.14,1.79,1541.0,Generador,ABB,Y200,1884.0,6904
Planta Oeste,1,881.8,83.08,2.16,38829.0,Motor,Schneider,M400,11976.5,9680
Planta Norte,1,1246.3333333333333,139.13,3.32,72007.0,Transformador,Schneider,X100,994.0,9454
Planta Norte,1,1246.3333333333333,53.51,1.24,28291.0,Transformador,Schneider,X100,994.0,9454
Planta Este,0,446.7142857142857,61.28,4.68,17105.0,Transformador,GE,X100,4783.0,5524
Planta Este,0,446.7142857142857,52.09,0.31,60882.0,Transformador,GE,X100,4783.0,5524
Planta Sur,1,548.6,148.43,3.01,8421.0,Generador,GE,Z300,1650.0,5382
Planta Norte,0,1170.125,123.06,4.29,29132.0,Transformador,Schneider,Z300,1806.0,9335
Planta Norte,0,1170.125,83.15,3.53,11752.0,Transformador,Schneider,Z300,1806.0,9335
Planta Este,1,771.7272727272727,62.52,2.54,13131.0,Compresor,Siemens,Y200,756.0,8274
Planta Norte,0,913.125,140.43,4.22,42783.0,Transformador,ABB,Z300,1711.0,9571
Planta Norte,0,913.125,84.56,4.36,93775.0,Transformador,ABB,Z300,1711.0,9571
Planta Norte,0,913.125,69.92,0.48,91519.0,Transformador,ABB,Z300,1711.0,9571
Planta Oeste,0,659.5714285714286,85.02,3.01,36109.0,Compresor,ABB,M400,2074.0,6712
Planta Norte,0,1709.75,52.81,2.15,6500.0,Compresor,Siemens,Z300,1095.0,1793
Planta Sur,0,1004.625,61.77,4.4,64100.0,Motor,ABB,Y200,3925.0,5112
Planta Este,0,1143.75,95.16,4.85,43172.0,Motor,Schneider,M400,4456.0,8828
Planta Oeste,0,549.1333333333333,77.71000000000001,3.11,72145.0,Generador,GE,Y200,4854.0,2005
Planta Este,0,867.0,79.47,0.58,71525.0,Transformador,GE,Y200,3653.0,8467
Planta Este,0,867.0,61.19,0.32,56768.0,Transformador,GE,Y200,3653.0,8467
Planta Este,1,824.2727272727273,104.57,2.86,93529.0,Transformador,Siemens,M400,1700.0,587
Planta Este,1,824.2727272727273,90.69,4.9,95997.0,Transformador,Siemens,M400,1700.0,587
Planta Norte,0,1015.7777777777778,102.44,2.43,5651.0,Motor,Schneider,Y200,-100.0,1243
Planta Norte,0,1015.7777777777778,132.65,2.74,45444.0,Motor,Schneider,Y200,-100.0,1243
Planta Sur,1,629.8571428571429,90.01,3.39,77323.0,Generador,Siemens,Y200,4129.0,2344
Planta Sur,1,629.8571428571429,113.89,1.06,21105.0,Generador,Siemens,Y200,4129.0,2344
Planta Oeste,0,1352.5714285714287,95.89,3.21,72039.0,Transformador,Siemens,M400,791.0,2011
Planta Sur,0,1071.75,71.06,3.5,69543.0,Motor,ABB,X100,4694.0,7565
Planta Oeste,0,926.8888888888889,145.54,0.28,5793.0,Motor,Schneider,M400,517.0,2802
Planta Oeste,0,926.8888888888889,97.36,3.26,48163.0,Motor,Schneider,M400,517.0,2802
Planta Este,1,1019.5555555555555,60.51,1.98,17518.0,Compresor,GE,X100,11976.5,7340
Planta Sur,1,1246.3333333333333,139.13,3.32,72007.0,Transformador,Schneider,X100,994.0,9454
Planta Sur,1,1246.3333333333333,53.51,1.24,28291.0,Transformador,Schneider,X100,994.0,9454
Planta Sur,0,701.0769230769231,110.11,4.13,84191.0,Transformador,Schneider,X100,326.0,7398
Planta Norte,1,1727.2,54.97,0.53,10572.0,Motor,Siemens,M400,3820.0,2081
Planta Norte,1,1727.2,69.61,4.38,74440.0,Motor,Siemens,M400,3820.0,2081
Planta Oeste,1,769.6666666666666,92.63,0.15,9070.0,Compresor,Siemens,X100,3778.0,7104
Planta Oeste,1,769.6666666666666,52.44,0.7,5964.0,Compresor,Siemens,X100,3778.0,7104
Planta Oeste,0,752.0,140.0,1.32,51914.0,Transformador,GE,X100,3728.0,8016
Planta Este,0,696.2,107.45,3.12,47715.0,Motor,ABB,M400,3856.0,2642
Planta Este,0,696.2,113.54,0.8,17878.0,Motor,ABB,M400,3856.0,2642
Planta Este,0,696.2,83.4,0.89,44958.0,Motor,ABB,M400,3856.0,2642
Planta Este,0,696.2,106.67,3.41,18799.0,Motor,ABB,M400,3856.0,2642
Planta Norte,0,848.4,67.02,1.48,69053.0,Motor,GE,M400,3161.0,6536
Planta Oeste,1,570.6,66.41,1.35,61589.0,Transformador,ABB,Z300,2727.0,6994
Planta Oeste,1,926.3,136.55,0.49,47956.5,Compresor,ABB,X100,1909.0,3043
Planta Norte,1,745.1818181818181,81.475,1.015,32323.5,Generador,ABB,Z300,2986.0,7395
Planta Norte,1,745.1818181818181,124.76,4.42,60450.0,Generador,ABB,Z300,2986.0,7395
Planta Norte,1,586.8333333333334,130.34,4.34,94216.0,Compresor,GE,X100,-100.0,5794
Planta Norte,1,586.8333333333334,110.6,0.19,45824.0,Compresor,GE,X100,-100.0,5794
Planta Oeste,1,1297.0,82.39,2.46,90107.0,Compresor,Siemens,Y200,2683.0,2185
Planta Oeste,1,1297.0,121.98,0.62,13687.0,Compresor,Siemens,Y200,2683.0,2185
Planta Oeste,1,1354.857142857143,68.34,1.88,30638.0,Generador,ABB,M400,2102.0,1681
Planta Este,1,456.1875,112.52,1.62,79792.0,Compresor,Schneider,Y200,633.0,7585
Planta Sur,1,822.4545454545455,148.37,2.79,90928.0,Transformador,ABB,Y200,3158.0,3100
Planta Sur,1,822.4545454545455,84.3,1.77,75703.0,Transformador,ABB,Y200,3158.0,3100
Planta Norte,1,775.8181818181819,135.27,4.21,59786.0,Compresor,Schneider,Y200,1568.0,6806
Planta Norte,1,775.8181818181819,56.27,3.62,23550.0,Compresor,Schneider,Y200,1568.0,6806
Planta Norte,1,775.8181818181819,119.46,0.21,49421.0,Compresor,Schneider,Y200,1568.0,6806
Planta Norte,1,1760.6,67.21,3.22,31392.0,Generador,Siemens,M400,11976.5,4032
Planta Este,0,741.75,50.91,3.72,371.0,Transformador,GE,Y200,3710.0,6636
Planta Este,0,741.75,126.23,2.6,38282.0,Transformador,GE,Y200,3710.0,6636
Planta Norte,1,604.7272727272727,59.89,1.59,18908.0,Generador,Siemens,X100,4387.0,665
Planta Norte,1,982.5555555555555,109.49,3.55,55924.0,Motor,GE,X100,1599.0,8383
Planta Norte,1,982.5555555555555,79.8,5.0,38637.0,Motor,GE,X100,1599.0,8383
Planta Norte,1,982.5555555555555,107.94,0.78,34625.0,Motor,GE,X100,1599.0,8383
Planta Norte,0,1585.5,53.23,0.67,59349.0,Transformador,ABB,M400,1924.0,1963
Planta Oeste,1,552.3,147.04,0.29,88873.0,Generador,Schneider,Z300,4192.0,9303
Planta Norte,0,767.6666666666666,79.02,4.83,25045.0,Compresor,Schneider,X100,3323.0,9819
Planta Norte,0,767.6666666666666,146.08,0.5,48170.0,Compresor,Schneider,X100,3323.0,9819
Planta Oeste,1,2224.75,127.97,3.85,17062.0,Compresor,GE,X100,3119.0,1099
Planta Este,0,930.0,112.92,1.76,33627.0,Motor,ABB,Y200,4463.0,8853
Planta Este,0,930.0,53.16,3.01,41952.0,Motor,ABB,Y200,4463.0,8853
Planta Este,1,1222.5,60.68,4.09,93785.0,Generador,Schneider,X100,2565.0,9374
Planta Este,1,1222.5,82.28,2.17,50471.0,Generador,Schneider,X100,2565.0,9374
Planta Este,1,1222.5,89.64,1.83,91499.0,Generador,Schneider,X100,2565.0,9374
Planta Este,1,1222.5,86.87,1.23,53347.0,Generador,Schneider,X100,2565.0,9374
Planta Oeste,1,725.3076923076923,60.86,2.31,94104.0,Generador,Schneider,X100,269.0,7647
Planta Oeste,1,725.3076923076923,73.7,1.12,50797.0,Generador,Schneider,X100,269.0,7647
Planta Oeste,1,725.3076923076923,145.67,2.26,96804.0,Generador,Schneider,X100,269.0,7647
Planta Sur,1,963.625,148.77,1.29,82704.0,Transformador,ABB,Y200,3445.0,5390
Planta Oeste,1,1045.125,51.96,4.73,89000.0,Generador,ABB,Y200,4432.0,7987
Planta Oeste,1,1045.125,93.0,0.65,77377.0,Generador,ABB,Y200,4432.0,7987
Planta Oeste,1,823.3636363636364,88.88,3.99,54982.0,Generador,ABB,M400,3458.0,8225
Planta Sur,1,1245.6,109.06,2.04,84052.0,Compresor,GE,X100,3217.0,7013
Planta Norte,1,1100.125,77.05,0.36,44941.0,Compresor,Schneider,Y200,3111.0,4591
Planta Norte,1,1100.125,71.08,4.83,90647.0,Compresor,Schneider,Y200,3111.0,4591
Planta Norte,1,1100.125,99.9,4.06,43338.0,Compresor,Schneider,Y200,3111.0,4591
Planta Norte,1,1100.125,76.0,3.08,63750.0,Compresor,Schneider,Y200,3111.0,4591
Planta Norte,1,1100.125,83.05,3.19,84201.0,Compresor,Schneider,Y200,3111.0,4591
Planta Oeste,1,947.8,138.34,2.69,16539.0,Generador,GE,Y200,3960.0,9489
Planta Este,1,626.7333333333333,60.3,1.1,25157.0,Generador,ABB,M400,1536.0,1999
Planta Este,0,833.9,112.89,1.31,97043.0,Generador,ABB,Y200,1884.0,6904
Planta Este,0,833.9,72.39,1.69,35299.0,Generador,ABB,Y200,1884.0,6904
Planta Este,0,833.9,98.15,1.41,91472.0,Generador,ABB,Y200,1884.0,6904
Planta Este,0,833.9,119.14,1.79,1541.0,Generador,ABB,Y200,1884.0,6904
Planta Norte,0,694.8,132.72,3.74,57416.0,Compresor,Siemens,Z300,3902.0,9335
Planta Norte,0,694.8,95.38,1.25,49858.0,Compresor,Siemens,Z300,3902.0,9335
Planta Este,1,570.6,66.41,1.35,61589.0,Transformador,ABB,Z300,2727.0,6994
Planta Norte,0,1708.2,107.91,2.6,7681.0,Generador,Siemens,M400,3436.0,7039
Planta Oeste,1,1230.6,57.88,2.48,7354.0,Motor,GE,X100,2068.0,1824
Planta Este,0,898.7,92.54,2.22,44536.0,Motor,GE,Y200,1380.0,4385
Planta Norte,1,849.8,122.09,0.64,66334.0,Motor,ABB,Z300,2601.0,8640
Planta Norte,0,1037.0,115.99,2.76,4066.0,Transformador,ABB,X100,275.0,7358
Planta Sur,0,860.1818181818181,84.76,1.66,52604.0,Motor,ABB,Y200,2005.0,7168
Planta Norte,1,846.0,84.265,2.41,33383.5,Transformador,Siemens,M400,3839.0,1771
Planta Norte,1,846.0,52.72,3.97,99492.0,Transformador,Siemens,M400,3839.0,1771
Planta Norte,0,869.8888888888889,132.3,1.97,13176.0,Motor,Schneider,X100,1586.0,1606
Planta Norte,0,869.8888888888889,61.45,4.75,96854.0,Motor,Schneider,X100,1586.0,1606
Planta Norte,0,869.8888888888889,118.7,1.26,8695.0,Motor,Schneider,X100,1586.0,1606
Planta Oeste,1,737.0,91.75,0.27,80264.0,Generador,Siemens,X100,3549.0,9211
Planta Oeste,1,737.0,114.42,4.46,76950.0,Generador,Siemens,X100,3549.0,9211
Planta Norte,0,694.8,132.72,3.74,57416.0,Compresor,Siemens,Z300,3902.0,9335
Planta Norte,0,694.8,95.38,1.25,49858.0,Compresor,Siemens,Z300,3902.0,9335
Planta Oeste,1,1081.75,136.45,2.01,78998.0,Transformador,ABB,Y200,2175.0,828
Planta Oeste,1,1081.75,117.21,4.81,93617.0,Transformador,ABB,Y200,2175.0,828
Planta Oeste,1,1081.75,101.1,4.46,46305.0,Transformador,ABB,Y200,2175.0,828
Planta Sur,0,1015.7777777777778,102.44,2.43,5651.0,Motor,Schneider,Y200,-100.0,1243
Planta Sur,0,1015.7777777777778,132.65,2.74,45444.0,Motor,Schneider,Y200,-100.0,1243
Planta Oeste,0,992.4444444444445,52.67,3.51,39537.0,Generador,ABB,Z300,4234.0,8912
Planta Oeste,0,992.4444444444445,51.77,0.32,43139.0,Generador,ABB,Z300,4234.0,8912
Planta Oeste,0,992.4444444444445,96.56,4.39,53521.0,Generador,ABB,Z300,4234.0,8912
Planta Sur,1,714.8333333333334,147.96,0.68,90637.0,Motor,GE,Z300,2945.0,3638
Planta Oeste,0,816.875,86.27,3.38,63551.0,Motor,ABB,X100,2395.0,2555
Planta Oeste,0,816.875,141.34,4.44,7144.0,Motor,ABB,X100,2395.0,2555
Planta Sur,1,769.0,75.53,2.7,98165.0,Transformador,Schneider,Y200,2232.0,2417
Planta Sur,1,769.0,124.58,1.83,12238.0,Transformador,Schneider,Y200,2232.0,2417
Planta Este,1,723.3333333333334,53.27,2.79,19898.0,Generador,Siemens,M400,2390.0,4658
Planta Este,1,723.3333333333334,105.88,2.83,3932.0,Generador,Siemens,M400,2390.0,4658
Planta Este,1,723.3333333333334,128.985,1.21,28717.5,Generador,Siemens,M400,2390.0,4658
Planta Este,0,1054.2222222222222,80.24,4.09,49885.0,Motor,Schneider,Y200,2570.0,6128
Planta Este,0,552.1818181818181,130.33,4.13,75207.0,Transformador,Siemens,Y200,613.0,3036
Planta Este,1,669.5,126.5,0.41,15905.0,Motor,Schneider,X100,2315.0,3170
Planta Oeste,1,882.3636363636364,70.39,3.98,19752.0,Compresor,GE,M400,294.0,2236
Planta Oeste,0,1632.4,89.39,0.76,58238.0,Compresor,Schneider,X100,3744.0,1706
Planta Oeste,0,2768.6666666666665,75.85,1.77,27380.0,Compresor,Schneider,M400,1315.0,7135
Planta Oeste,0,2768.6666666666665,91.18,4.54,1106.0,Compresor,Schneider,M400,1315.0,7135
Planta Este,1,744.3076923076923,105.68,0.51,12672.0,Transformador,Siemens,X100,244.0,6357
Planta Este,1,744.3076923076923,134.28,1.28,70047.0,Transformador,Siemens,X100,244.0,6357
Planta Este,1,744.3076923076923,69.84,2.0,71657.0,Transformador,Siemens,X100,244.0,6357
Planta Norte,0,787.25,111.1,2.23,84166.0,Transformador,GE,Z300,2713.0,3142
Planta Norte,0,787.25,50.55,0.11,17618.0,Transformador,GE,Z300,2713.0,3142
Planta Sur,0,948.8888888888889,139.63,1.71,75172.0,Transformador,Siemens,X100,589.0,8199
Planta Sur,0,948.8888888888889,109.85,1.04,11419.0,Transformador,Siemens,X100,589.0,8199
Planta Este,0,809.75,147.27,3.37,1488.0,Generador,Siemens,X100,4086.0,2875
Planta Este,0,809.75,64.06,0.31,2964.0,Generador,Siemens,X100,4086.0,2875
Planta Norte,1,699.0769230769231,51.02,3.98,47909.0,Transformador,GE,M400,253.0,7764
Planta Norte,1,699.0769230769231,82.68,4.3,82238.0,Transformador,GE,M400,253.0,7764
Planta Este,1,745.25,57.36,2.17,72563.0,Compresor,Schneider,X100,4925.0,7358
Planta Sur,1,1001.6666666666666,132.92,0.39,10899.0,Motor,Siemens,X100,946.0,6127
Planta Este,1,1034.7777777777778,128.17,2.03,59238.0,Transformador,Schneider,M400,3570.0,4326
Planta Este,1,1034.7777777777778,93.59,3.77,33447.0,Transformador,Schneider,M400,3570.0,4326
Planta Este,1,1034.7777777777778,100.48,1.24,89538.0,Transformador,Schneider,M400,3570.0,4326
Planta Oeste,1,1354.857142857143,86.67,0.28,27022.0,Generador,ABB,M400,2780.0,4535
Planta Sur,1,1305.0,103.94,2.4,67473.0,Transformador,GE,X100,592.0,4587
Planta Sur,1,1305.0,101.2,2.95,98915.0,Transformador,GE,X100,592.0,4587
