Ubicacion,Fallo,Promedio_Horas_Entre_Fallos_por_mes,Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Oeste,1,1917.0,126.29,4.585,22.027638888888887,Motor,ABB,Y200,2184.0,2.2230555555555553
Planta Este,1,1195.0,82.67,4.48,25.19611111111111,Compresor,Schneider,Z300,4078.0,1.201111111111111
Planta Oeste,1,1221.0,131.10500000000002,0.835,16.015694444444446,Transformador,Siemens,Z300,2222.0,1.0733333333333333
Planta Oeste,1,332.0,139.53,3.05,20.004166666666666,Generador,GE,X100,2669.0,2.100277777777778
Planta Sur,1,384.0,78.48,2.02,12.43361111111111,Transformador,Schneider,Z300,907.0,1.456388888888889
Planta Este,1,121.0,60.025000000000006,1.6300000000000001,18.095416666666665,Generador,Siemens,X100,4387.0,0.18472222222222223
Planta Oeste,1,181.0,130.575,2.4,14.217083333333333,Transformador,Schneider,Z300,1274.0,0.6608333333333334
Planta Sur,1,466.0,56.8,2.57,15.631944444444445,Compresor,ABB,X100,1915.0,1.8258333333333334
Planta Sur,1,2017.0,147.92,2.58,23.378333333333334,Transformador,GE,Z300,2713.0,0.8727777777777778
Planta Norte,1,459.0,99.75999999999999,1.37,3.6191666666666666,Motor,GE,Y200,1102.0,2.611111111111111
Planta Este,1,314.0,123.18,4.2,9.473333333333333,Motor,Schneider,M400,711.0,1.9822222222222223
Planta Sur,1,21.0,139.53,3.05,20.004166666666666,Generador,GE,X100,2669.0,2.100277777777778
Planta Norte,1,1102.0,148.96,0.75,7.581666666666667,Motor,Schneider,M400,3935.0,1.7480555555555555
Planta Norte,1,249.0,119.13,4.21,20.459722222222222,Compresor,Siemens,X100,11976.5,0.8777777777777778
Planta Norte,1,1433.0,112.54,3.13,1.4683333333333333,Motor,Siemens,X100,1895.0,1.1411111111111112
Planta Oeste,1,680.0,66.965,0.44,10.055833333333334,Transformador,GE,Y200,100.0,2.1347222222222224
Planta Oeste,1,211.0,125.91,0.11,24.1275,Transformador,Schneider,Y200,4585.0,1.9252777777777779
Planta Oeste,1,920.0,67.63666666666667,1.4366666666666668,18.62537037037037,Transformador,Siemens,X100,2838.0,1.613611111111111
Planta Este,1,228.0,139.745,0.2,16.23027777777778,Generador,ABB,X100,3786.0,2.6375
Planta Este,1,310.0,143.70999999999998,3.1,2.499861111111111,Compresor,GE,Y200,4056.0,1.7958333333333334
Planta Este,1,512.0,123.4,2.7975000000000003,11.078055555555556,Compresor,ABB,Y200,4783.0,1.4258333333333333
Planta Oeste,1,469.0,82.75,2.95,15.264444444444445,Motor,GE,Y200,4749.0,1.7425
Planta Este,1,411.0,95.458,3.154,14.38,Motor,Schneider,Y200,4409.0,0.45361111111111113
Planta Sur,1,2604.0,114.3,3.85,2.727222222222222,Transformador,Schneider,Y200,11976.5,2.694722222222222
Planta Este,1,66.0,85.26,3.58,13.901944444444444,Compresor,GE,Z300,1789.0,2.006388888888889
Planta Oeste,1,669.0,116.64,3.985,3.4025,Generador,ABB,Y200,1702.0,2.3425
Planta Norte,1,209.0,100.975,2.19,13.82125,Generador,Schneider,Z300,4192.0,2.5841666666666665
Planta Sur,1,2511.0,71.20333333333333,2.4266666666666667,16.61462962962963,Generador,ABB,M400,4720.0,0.8730555555555556
Planta Norte,1,556.0,122.53666666666668,2.17,16.526851851851852,Motor,GE,Z300,3261.0,1.0683333333333334
Planta Norte,1,177.0,51.64,3.89,20.2475,Transformador,Schneider,Z300,1806.0,2.5930555555555554
Planta Sur,1,871.0,85.745,2.955,13.429444444444444,Motor,ABB,Z300,2560.0,0.3055555555555556
Planta Norte,1,863.0,70.98,3.33,12.365833333333333,Generador,Siemens,Y200,4129.0,0.6511111111111111
Planta Oeste,1,498.0,128.4,3.045,11.414861111111112,Transformador,Siemens,M400,2038.0,2.2205555555555554
Planta Oeste,1,298.0,120.58,4.68,24.295833333333334,Generador,Siemens,Y200,1825.0,1.523611111111111
Planta Sur,1,663.0,128.39666666666668,3.2900000000000005,12.439351851851852,Motor,Siemens,Z300,4517.0,1.9636111111111112
Planta Norte,0,498.0,128.4,3.045,11.414861111111112,Transformador,Siemens,M400,2038.0,2.2205555555555554
Planta Oeste,1,173.0,101.64,3.92,10.271666666666667,Compresor,Schneider,Z300,3000.0,0.5516666666666666
Planta Norte,1,2464.0,104.91,3.0500000000000003,18.07611111111111,Transformador,ABB,X100,1644.0,0.7575
Planta Este,1,242.0,114.37,3.75,22.861944444444443,Transformador,Siemens,X100,4948.0,1.8666666666666667
Planta Oeste,1,140.0,91.21,1.86,26.676666666666666,Compresor,ABB,Z300,4546.0,0.5725
Planta Sur,1,2116.0,97.37,2.27,1.4719444444444445,Transformador,GE,X100,4003.0,1.39
Planta Este,1,105.0,126.29,4.585,22.027638888888887,Motor,ABB,Y200,2184.0,2.2230555555555553
Planta Sur,1,1866.0,149.56,1.27,27.028055555555557,Generador,Siemens,X100,3549.0,2.558611111111111
Planta Sur,1,643.0,113.16,4.93,6.871666666666667,Transformador,Siemens,Z300,1106.0,0.40555555555555556
Planta Este,1,1626.0,52.53,4.42,24.170833333333334,Generador,ABB,X100,2512.0,0.5844444444444444
Planta Este,1,213.0,106.20333333333333,1.6566666666666665,7.181388888888889,Motor,GE,M400,4223.0,0.4836111111111111
Planta Oeste,1,548.0,99.74,1.81,1.5780555555555555,Motor,Siemens,Y200,2525.0,0.45055555555555554
Planta Norte,1,211.0,80.13,4.57,10.699444444444444,Transformador,Siemens,X100,1626.0,1.256388888888889
Planta Oeste,1,534.0,118.37,1.47,12.254444444444445,Motor,Schneider,M400,2185.0,0.8027777777777778
Planta Este,1,2589.0,64.28,3.21,2.993888888888889,Transformador,ABB,X100,650.0,2.5205555555555557
Planta Sur,1,3038.0,114.79,4.33,1.413888888888889,Motor,Schneider,Z300,1484.0,0.3908333333333333
Planta Sur,1,787.0,125.535,0.9,11.262638888888889,Motor,ABB,M400,1324.0,1.6766666666666667
Planta Oeste,1,286.0,96.96333333333332,1.64,10.851666666666667,Transformador,ABB,X100,1198.0,1.2169444444444444
Planta Norte,1,2148.0,133.595,1.49,20.724444444444444,Compresor,ABB,Z300,3352.0,2.124722222222222
Planta Oeste,1,25.0,113.16,4.93,6.871666666666667,Transformador,Siemens,Z300,1106.0,0.40555555555555556
Planta Oeste,1,704.0,133.16,0.13,24.468888888888888,Compresor,Schneider,Y200,633.0,2.1069444444444443
Planta Sur,1,587.0,86.13,2.5700000000000003,24.870277777777776,Motor,Schneider,M400,766.0,1.5744444444444445
Planta Este,1,238.0,69.45,3.71,9.355555555555556,Transformador,GE,M400,-100.0,0.25472222222222224
Planta Oeste,1,384.0,116.96,2.64,10.848888888888888,Generador,Siemens,Z300,1796.0,1.4391666666666667
Planta Sur,1,412.0,112.72333333333331,2.92,12.95037037037037,Compresor,GE,Y200,4669.0,0.9658333333333333
Planta Sur,1,652.0,139.76,1.76,22.99,Generador,GE,Z300,1650.0,1.495
Planta Oeste,1,1047.0,101.66000000000001,1.9533333333333331,9.31824074074074,Generador,Schneider,Y200,529.0,1.9797222222222222
Planta Norte,1,1478.0,95.47,2.1799999999999997,14.709583333333333,Generador,ABB,M400,4781.0,2.4366666666666665
Planta Sur,1,1558.0,96.595,1.4449999999999998,8.403611111111111,Compresor,Schneider,Y200,4806.0,1.0977777777777777
Planta Este,1,898.0,116.675,0.8250000000000001,18.361944444444443,Generador,GE,X100,865.0,1.7994444444444444
Planta Oeste,1,528.0,89.99,3.31,9.981111111111112,Compresor,GE,Y200,1652.0,2.4555555555555557
Planta Norte,1,2742.0,78.27,3.7,19.505555555555556,Motor,Siemens,X100,2505.0,0.4688888888888889
Planta Norte,1,1530.0,93.98,1.8,25.69972222222222,Compresor,GE,M400,4624.0,1.3047222222222221
Planta Norte,1,1665.0,135.76,3.45,10.841944444444444,Compresor,Schneider,Y200,3935.0,0.44805555555555554
Planta Oeste,1,204.0,116.91333333333334,2.0033333333333334,12.516944444444444,Motor,GE,Z300,4547.0,0.2972222222222222
Planta Sur,1,161.0,130.575,2.4,14.217083333333333,Transformador,Schneider,Z300,1274.0,0.6608333333333334
Planta Sur,1,149.0,66.965,0.44,10.055833333333334,Transformador,GE,Y200,100.0,2.1347222222222224
Planta Norte,1,966.0,110.725,2.165,14.060833333333333,Transformador,Siemens,X100,589.0,2.2775
Planta Este,1,187.0,82.67,4.48,25.19611111111111,Compresor,Schneider,Z300,4078.0,1.201111111111111
Planta Este,1,464.0,81.13333333333333,3.186666666666667,14.033796296296295,Transformador,Schneider,Z300,3479.0,1.076111111111111
Planta Este,1,735.0,85.8,0.9,15.234444444444444,Compresor,ABB,Z300,1328.0,2.1425
Planta Sur,1,61.0,86.13,2.5700000000000003,24.870277777777776,Motor,Schneider,M400,766.0,1.5744444444444445
Planta Sur,1,107.0,119.125,2.6399999999999997,16.450833333333332,Motor,ABB,X100,163.0,0.2980555555555556
Planta Norte,1,178.0,56.8,2.57,15.631944444444445,Compresor,ABB,X100,1915.0,1.8258333333333334
Planta Oeste,1,1370.0,100.34,2.435,11.449583333333333,Compresor,Schneider,Z300,3973.0,1.5741666666666667
Planta Sur,1,905.0,91.56666666666666,3.026666666666667,12.113981481481483,Transformador,Schneider,Y200,4004.0,0.31083333333333335
Planta Norte,1,1681.0,96.7,2.435,9.805555555555555,Transformador,ABB,X100,1005.0,0.9655555555555555
Planta Norte,1,42.0,116.91333333333334,2.0033333333333334,12.516944444444444,Motor,GE,Z300,4547.0,0.2972222222222222
Planta Norte,1,1475.0,140.9,4.44,10.066944444444445,Motor,ABB,M400,4074.0,1.9872222222222222
Planta Oeste,1,173.0,85.26,3.58,13.901944444444444,Compresor,GE,Z300,1789.0,2.006388888888889
Planta Sur,1,1803.0,94.47,2.7,8.948194444444445,Compresor,Schneider,Z300,3400.0,0.7102777777777778
Planta Oeste,1,1002.0,121.04,1.18,15.116111111111111,Transformador,Siemens,Y200,3835.0,2.118611111111111
Planta Sur,1,212.0,99.75999999999999,1.37,3.6191666666666666,Motor,GE,Y200,1102.0,2.611111111111111
Planta Sur,1,799.0,109.03999999999999,2.625,11.672361111111112,Generador,ABB,Z300,11976.5,1.0013888888888889
Planta Sur,1,1997.0,109.07,0.25,2.0147222222222223,Generador,Siemens,M400,2390.0,1.2938888888888889
Planta Este,1,922.0,80.97,2.62,22.156944444444445,Generador,Schneider,M400,4194.0,2.088611111111111
Planta Oeste,1,333.0,96.96000000000001,2.355,9.686944444444444,Motor,Schneider,X100,11976.5,0.8861111111111111
Planta Oeste,1,106.5,123.4,2.7975000000000003,11.078055555555556,Compresor,ABB,Y200,4783.0,1.4258333333333333
Planta Sur,1,2077.0,137.61,4.025,15.120138888888889,Transformador,Schneider,X100,994.0,2.6261111111111113
Planta Norte,1,497.0,66.05,1.655,24.139444444444443,Generador,Siemens,M400,3436.0,1.9552777777777777
Planta Sur,1,592.0,85.91,4.78,15.116666666666667,Transformador,GE,X100,3728.0,2.2266666666666666
Planta Sur,1,106.5,123.4,2.7975000000000003,11.078055555555556,Compresor,ABB,Y200,4783.0,1.4258333333333333
Planta Sur,1,1463.0,93.82,2.46,21.5475,Generador,GE,M400,4412.0,0.4141666666666667
Planta Norte,1,471.0,99.10000000000001,3.016666666666667,7.876296296296297,Motor,ABB,Y200,2493.0,0.6430555555555556
Planta Oeste,1,343.0,101.0,2.325,24.993472222222223,Transformador,Schneider,Z300,3504.0,1.9969444444444444
Planta Sur,1,1051.0,55.04,4.59,9.282222222222222,Generador,ABB,M400,1536.0,0.5552777777777778
Planta Este,1,1245.0,88.62,2.86,26.114444444444445,Compresor,Siemens,Z300,3902.0,2.5930555555555554
Planta Oeste,0,2199.0,98.08,0.52,6.08,Compresor,Siemens,Z300,2569.0,1.6016666666666666
Planta Este,1,1630.0,81.16,2.41,21.673055555555557,Motor,GE,X100,1549.0,2.2530555555555556
Planta Norte,1,2199.0,98.08,0.52,6.08,Compresor,Siemens,Z300,2569.0,1.6016666666666666
Planta Oeste,1,1101.0,105.08333333333333,2.8466666666666662,14.430462962962963,Compresor,ABB,Z300,4526.0,1.455
Planta Este,1,782.0,67.36,0.37,27.036944444444444,Generador,Schneider,X100,1526.0,1.898611111111111
Planta Norte,1,2283.0,109.42,4.19,2.8027777777777776,Compresor,Schneider,Z300,768.0,2.0875
Planta Norte,1,482.0,79.56,2.233333333333333,17.067962962962962,Motor,ABB,X100,2331.0,2.766111111111111
Planta Oeste,1,3127.0,120.18,3.03,15.165555555555555,Transformador,Siemens,X100,2539.0,2.507222222222222
Planta Oeste,1,594.0,96.515,1.2550000000000001,22.182430555555555,Transformador,ABB,X100,2617.0,2.2752777777777777
Planta Sur,1,12.0,111.24000000000001,1.1700000000000002,13.272037037037038,Transformador,Siemens,Y200,613.0,0.8433333333333334
Planta Este,1,2312.0,92.23,3.57,19.059166666666666,Generador,ABB,Y200,943.0,1.978888888888889
Planta Oeste,1,12.0,111.24000000000001,1.1700000000000002,13.272037037037038,Transformador,Siemens,Y200,613.0,0.8433333333333334
Planta Este,1,622.0,130.29,0.925,16.014583333333334,Generador,ABB,Z300,3083.0,2.1825
Planta Oeste,1,200.0,125.535,0.9,11.262638888888889,Motor,ABB,M400,1324.0,1.6766666666666667
Planta Oeste,1,3117.0,277.88,2.48,19.675555555555555,Compresor,Schneider,X100,4990.0,1.2394444444444443
Planta Este,1,194.0,133.16,0.13,24.468888888888888,Compresor,Schneider,Y200,633.0,2.1069444444444443
Planta Oeste,1,168.0,93.98,1.8,25.69972222222222,Compresor,GE,M400,4624.0,1.3047222222222221
Planta Sur,1,253.0,128.4,3.045,11.414861111111112,Transformador,Siemens,M400,2038.0,2.2205555555555554
Planta Este,1,187.0,101.66000000000001,1.9533333333333331,9.31824074074074,Generador,Schneider,Y200,529.0,1.9797222222222222
Planta Sur,1,527.0,75.3,1.66,4.616944444444444,Generador,ABB,X100,1206.0,0.2947222222222222
Planta Sur,1,1581.0,149.49,3.95,6.951388888888889,Compresor,Siemens,Z300,1095.0,0.49805555555555553
Planta Norte,1,75.0,123.4,2.7975000000000003,11.078055555555556,Compresor,ABB,Y200,4783.0,1.4258333333333333
Planta Este,1,293.0,139.745,0.2,16.23027777777778,Generador,ABB,X100,3786.0,2.6375
Planta Sur,1,620.0,59.879999999999995,2.6950000000000003,17.51375,Compresor,GE,Z300,281.0,1.1766666666666667
Planta Oeste,1,896.0,83.07571428571428,2.0957142857142856,11.883095238095237,Transformador,ABB,X100,2112.0,0.8886111111111111
Planta Norte,1,578.0,99.89333333333332,3.276666666666667,9.669166666666667,Generador,GE,M400,1264.0,2.6505555555555556
Planta Oeste,0,168.0,93.98,1.8,25.69972222222222,Compresor,GE,M400,4624.0,1.3047222222222221
Planta Sur,1,1018.0,137.9,0.74,20.371944444444445,Compresor,ABB,M400,2074.0,1.8644444444444443
Planta Norte,1,460.0,109.77,3.18,2.4272222222222224,Motor,Siemens,Y200,1491.0,2.029166666666667
Planta Este,1,1201.0,102.15,1.5450000000000002,11.395694444444445,Generador,ABB,X100,453.0,0.5302777777777777
Planta Este,1,70.0,98.08,0.52,6.08,Compresor,Siemens,Z300,2569.0,1.6016666666666666
Planta Sur,1,312.0,143.70999999999998,3.1,2.499861111111111,Compresor,GE,Y200,4056.0,1.7958333333333334
Planta Sur,1,973.0,119.97999999999999,3.62,23.741666666666667,Compresor,GE,Y200,1730.0,1.8952777777777778
Planta Este,1,1461.0,112.06,2.8366666666666664,23.404629629629632,Motor,ABB,Z300,2601.0,2.4
Planta Oeste,1,249.0,114.79,4.33,1.413888888888889,Motor,Schneider,Z300,1484.0,0.3908333333333333
Planta Sur,1,1167.0,94.875,4.08,24.684166666666666,Compresor,ABB,Z300,1337.0,1.6197222222222223
Planta Norte,1,868.0,94.3,1.67,7.571944444444444,Compresor,Siemens,M400,-100.0,1.4041666666666666
Planta Oeste,1,365.0,78.48,2.02,12.43361111111111,Transformador,Schneider,Z300,907.0,1.456388888888889
Planta Oeste,1,782.0,93.605,2.535,7.365972222222222,Motor,Schneider,X100,1586.0,0.4461111111111111
Planta Sur,1,1487.0,79.63,1.175,13.674930555555555,Compresor,GE,X100,3513.0,2.470833333333333
Planta Este,1,377.0,60.025000000000006,1.6300000000000001,18.095416666666665,Generador,Siemens,X100,4387.0,0.18472222222222223
Planta Oeste,1,153.0,99.75999999999999,1.37,3.6191666666666666,Motor,GE,Y200,1102.0,2.611111111111111
Planta Sur,1,1075.0,78.625,1.7850000000000001,12.24611111111111,Transformador,Schneider,Z300,544.0,0.9252777777777778
Planta Oeste,1,666.0,134.13,0.51,10.669166666666667,Generador,GE,M400,4624.0,0.30777777777777776
Planta Norte,1,552.0,122.52,2.22,24.549722222222222,Motor,Siemens,Y200,2089.0,2.3455555555555554
Planta Este,1,78.0,133.16,0.13,24.468888888888888,Compresor,Schneider,Y200,633.0,2.1069444444444443
Planta Norte,1,1105.0,92.24000000000001,1.295,5.0697222222222225,Transformador,GE,M400,2077.0,0.15194444444444444
Planta Norte,1,1027.0,120.5825,2.59,12.703958333333333,Compresor,ABB,Y200,-100.0,1.01
Planta Sur,1,276.0,69.45,3.71,9.355555555555556,Transformador,GE,M400,-100.0,0.25472222222222224
Planta Este,1,875.0,55.17,2.4299999999999997,15.21263888888889,Motor,ABB,M400,425.0,2.6127777777777776
Planta Norte,1,1360.0,132.14,3.8499999999999996,18.763333333333332,Compresor,ABB,X100,2157.0,2.591111111111111
Planta Este,1,206.0,96.7,2.435,9.805555555555555,Transformador,ABB,X100,1005.0,0.9655555555555555
Planta Oeste,1,1580.0,89.99333333333334,1.4033333333333333,9.904444444444444,Motor,Schneider,M400,3776.0,0.3258333333333333
Planta Norte,1,1008.0,133.94400000000002,2.9059999999999997,11.696611111111112,Motor,GE,Y200,1931.0,0.1486111111111111
Planta Sur,1,3110.0,136.35,4.56,0.15861111111111112,Motor,ABB,Z300,260.0,2.2094444444444443
Planta Este,1,256.0,81.00333333333333,2.8833333333333333,22.559907407407408,Transformador,ABB,Z300,1853.0,1.3725
Planta Este,1,2644.0,115.16,2.61,0.8513888888888889,Motor,ABB,M400,954.0,1.5727777777777778
Planta Oeste,1,242.0,119.125,2.6399999999999997,16.450833333333332,Motor,ABB,X100,163.0,0.2980555555555556
Planta Oeste,1,178.0,85.91,4.78,15.116666666666667,Transformador,GE,X100,3728.0,2.2266666666666666
Planta Oeste,1,447.0,104.0,0.85,20.71361111111111,Compresor,Siemens,Y200,4845.0,0.44916666666666666
Planta Oeste,1,444.0,131.10500000000002,0.835,16.015694444444446,Transformador,Siemens,Z300,2222.0,1.0733333333333333
Planta Oeste,1,618.0,71.82,4.21,16.11347222222222,Transformador,GE,M400,423.0,1.4141666666666666
Planta Sur,1,1018.0,95.05,0.35,8.524722222222222,Motor,GE,X100,182.0,0.2511111111111111
Planta Este,1,70.0,79.63,1.175,13.674930555555555,Compresor,GE,X100,3513.0,2.470833333333333
Planta Sur,1,1682.0,91.785,4.095,20.797777777777778,Transformador,Schneider,Y200,3453.0,0.15694444444444444
Planta Sur,1,1298.0,116.03666666666668,2.3800000000000003,4.7978703703703705,Compresor,GE,X100,2766.0,0.38416666666666666
Planta Norte,1,1583.0,69.94500000000001,3.105,7.228611111111111,Compresor,GE,M400,294.0,0.6211111111111111
Planta Norte,1,572.0,84.07333333333334,2.12,10.307407407407407,Generador,ABB,M400,2796.0,0.47694444444444445
Planta Sur,1,21.0,85.91,4.78,15.116666666666667,Transformador,GE,X100,3728.0,2.2266666666666666
Planta Oeste,1,1493.0,97.87666666666667,2.78,18.981851851851854,Motor,Schneider,Y200,2570.0,1.7022222222222223
Planta Norte,1,1141.0,67.02,4.61,2.1783333333333332,Transformador,Siemens,Y200,75.0,2.0527777777777776
Planta Oeste,1,446.0,147.92,2.58,23.378333333333334,Transformador,GE,Z300,2713.0,0.8727777777777778
Planta Sur,1,168.0,92.23,3.57,19.059166666666666,Generador,ABB,Y200,943.0,1.978888888888889
Planta Este,1,357.0,80.13,4.57,10.699444444444444,Transformador,Siemens,X100,1626.0,1.256388888888889
Planta Este,1,1383.0,74.02,0.7849999999999999,9.942777777777778,Motor,Schneider,M400,4523.0,1.0102777777777778
Planta Este,1,918.0,99.47999999999999,4.615,14.793194444444444,Transformador,Schneider,Y200,2662.0,0.2791666666666667
Planta Sur,1,60.0,55.17,2.4299999999999997,15.21263888888889,Motor,ABB,M400,425.0,2.6127777777777776
Planta Oeste,1,83.0,134.13,0.51,10.669166666666667,Generador,GE,M400,4624.0,0.30777777777777776
Planta Sur,1,726.0,78.84,0.525,10.179166666666667,Motor,ABB,Z300,1743.0,1.7208333333333334
Planta Norte,1,497.0,128.405,1.2149999999999999,19.42625,Generador,Siemens,Z300,1058.0,2.5322222222222224
Planta Este,1,254.0,57.86,3.32,25.805,Motor,ABB,M400,1460.0,1.5877777777777777
Planta Este,1,2582.0,130.26500000000001,2.05,8.934444444444445,Transformador,ABB,Y200,3674.0,2.3133333333333335
Planta Norte,1,458.0,123.18,4.2,9.473333333333333,Motor,Schneider,M400,711.0,1.9822222222222223
Planta Oeste,1,619.0,85.85,0.34,12.216388888888888,Transformador,Schneider,X100,1197.0,1.6436111111111111
Planta Este,1,655.0,56.84,1.15,11.927222222222222,Compresor,ABB,X100,-100.0,0.9711111111111111
Planta Este,1,267.0,140.9,4.44,10.066944444444445,Motor,ABB,M400,4074.0,1.9872222222222222
Planta Oeste,1,127.0,112.06,2.8366666666666664,23.404629629629632,Motor,ABB,Z300,2601.0,2.4
Planta Este,1,75.0,69.45,3.71,9.355555555555556,Transformador,GE,M400,-100.0,0.25472222222222224
Planta Sur,0,726.0,78.84,0.525,10.179166666666667,Motor,ABB,Z300,1743.0,1.7208333333333334
Planta Sur,1,921.0,119.85,1.96,8.381388888888889,Motor,ABB,M400,3856.0,0.7338888888888889
Planta Sur,1,2382.0,105.81333333333333,3.1366666666666667,15.777777777777779,Motor,GE,Y200,4730.0,0.9827777777777778
Planta Este,1,12.0,85.85,0.34,12.216388888888888,Transformador,Schneider,X100,1197.0,1.6436111111111111
Planta Sur,1,654.0,96.965,2.7800000000000002,22.367638888888887,Motor,GE,Y200,4459.0,2.3427777777777776
Planta Sur,1,290.0,116.91333333333334,2.0033333333333334,12.516944444444444,Motor,GE,Z300,4547.0,0.2972222222222222
Planta Sur,1,693.0,109.67666666666666,2.4566666666666666,13.933333333333334,Compresor,Schneider,Z300,2725.0,1.945
Planta Oeste,1,55.0,97.87666666666667,2.78,18.981851851851854,Motor,Schneider,Y200,2570.0,1.7022222222222223
Planta Norte,1,1412.0,94.51666666666667,2.31,12.5375,Transformador,ABB,Y200,2166.0,2.640277777777778
Planta Este,1,1232.0,80.36,3.53,12.131944444444445,Transformador,Siemens,Z300,976.0,2.1638888888888888
