Ubicacion,Fallo,Promedio_Horas_Entre_Fallos_por_mes,Día,Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Sur,1,1052.0,1,127.76,1.38,67789.0,Generador,Schneider,X100,4928.0,9028
Planta Norte,1,339.0,20,116.72,1.89,47901.0,Compresor,GE,X100,-100.0,5794
Planta Norte,1,339.0,27,122.56,0.3,85615.0,Compresor,GE,X100,-100.0,5794
Planta Norte,1,169.0,20,116.72,1.89,47901.0,Compresor,GE,X100,-100.0,5794
Planta Norte,1,169.0,27,122.56,0.3,85615.0,Compresor,GE,X100,-100.0,5794
Planta Norte,1,249.0,20,116.72,1.89,47901.0,Compresor,GE,X100,-100.0,5794
Planta Norte,1,249.0,27,122.56,0.3,85615.0,Compresor,GE,X100,-100.0,5794
Planta Oeste,1,1106.0,2,99.75,3.3,26833.0,Motor,GE,Y200,4459.0,8434
Planta Oeste,1,1106.0,10,141.56,3.14,35693.0,Motor,GE,Y200,4459.0,8434
Planta Oeste,1,1106.0,25,144.49,3.24,68093.0,Motor,GE,Y200,4459.0,8434
Planta Oeste,1,250.0,2,99.75,3.3,26833.0,Motor,GE,Y200,4459.0,8434
Planta Oeste,1,250.0,10,141.56,3.14,35693.0,Motor,GE,Y200,4459.0,8434
Planta Oeste,1,250.0,25,144.49,3.24,68093.0,Motor,GE,Y200,4459.0,8434
Planta Oeste,1,246.0,2,99.75,3.3,26833.0,Motor,GE,Y200,4459.0,8434
Planta Oeste,1,246.0,10,141.56,3.14,35693.0,Motor,GE,Y200,4459.0,8434
Planta Oeste,1,246.0,25,144.49,3.24,68093.0,Motor,GE,Y200,4459.0,8434
Planta Sur,1,345.0,1,67.82,3.59,71332.0,Compresor,Siemens,M400,1451.0,7303
Planta Sur,1,345.0,16,89.5,4.81,95008.0,Compresor,Siemens,M400,1451.0,7303
Planta Sur,1,345.0,17,106.25,4.51,94366.0,Compresor,Siemens,M400,1451.0,7303
Planta Sur,1,345.0,19,80.32,1.85,16703.0,Compresor,Siemens,M400,1451.0,7303
Planta Sur,1,345.0,23,89.7,1.93,50462.0,Compresor,Siemens,M400,1451.0,7303
Planta Sur,1,345.0,27,101.7,1.34,58957.0,Compresor,Siemens,M400,1451.0,7303
Planta Oeste,1,623.0,27,99.4,1.44,80654.0,Compresor,Siemens,Z300,2707.0,5146
Planta Oeste,1,671.0,27,99.4,1.44,80654.0,Compresor,Siemens,Z300,2707.0,5146
Planta Este,1,1244.0,13,148.84,4.73,52221.0,Motor,ABB,Y200,2005.0,7168
Planta Este,1,1244.0,29,98.84,2.78,58932.0,Motor,ABB,Y200,2005.0,7168
Planta Norte,0,861.0,28,137.67,2.33,40401.0,Generador,ABB,X100,453.0,1909
Planta Norte,1,524.0,1,85.02,0.85,64368.0,Generador,Siemens,Y200,1294.0,7995
Planta Norte,1,524.0,5,140.4,0.41,73725.0,Generador,Siemens,Y200,1294.0,7995
Planta Norte,1,524.0,26,137.32,1.12,874.0,Generador,Siemens,Y200,1294.0,7995
Planta Norte,1,70.0,1,85.02,0.85,64368.0,Generador,Siemens,Y200,1294.0,7995
Planta Norte,1,70.0,5,140.4,0.41,73725.0,Generador,Siemens,Y200,1294.0,7995
Planta Norte,1,70.0,26,137.32,1.12,874.0,Generador,Siemens,Y200,1294.0,7995
Planta Oeste,1,1151.0,15,106.29,0.91,97362.0,Generador,Schneider,X100,4059.0,9887
Planta Oeste,1,403.0,15,106.29,0.91,97362.0,Generador,Schneider,X100,4059.0,9887
Planta Norte,1,543.0,3,106.05,2.71,71473.0,Generador,Siemens,M400,2532.0,7947
Planta Norte,1,543.0,24,104.98,3.23,56967.0,Generador,Siemens,M400,2532.0,7947
Planta Sur,1,319.0,10,89.03,2.42,77680.0,Transformador,Siemens,M400,3839.0,1771
Planta Sur,1,319.0,13,138.71,4.17,91593.0,Transformador,Siemens,M400,3839.0,1771
Planta Este,1,569.0,3,121.49,2.16,11056.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,569.0,28,125.85,1.08,39518.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,569.0,31,84.4,2.99,26150.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,19.0,3,121.49,2.16,11056.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,19.0,28,125.85,1.08,39518.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,19.0,31,84.4,2.99,26150.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,453.0,3,121.49,2.16,11056.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,453.0,28,125.85,1.08,39518.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,453.0,31,84.4,2.99,26150.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,79.0,3,121.49,2.16,11056.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,79.0,28,125.85,1.08,39518.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,79.0,31,84.4,2.99,26150.0,Transformador,ABB,Y200,2166.0,9505
Planta Oeste,0,751.0,7,148.19,2.44,16885.0,Transformador,Siemens,X100,589.0,8199
Planta Oeste,0,751.0,13,63.14,2.97,20709.0,Transformador,Siemens,X100,589.0,8199
Planta Oeste,0,751.0,24,51.04,3.14,41155.0,Transformador,Siemens,X100,589.0,8199
Planta Oeste,0,751.0,31,141.21,2.89,17613.0,Transformador,Siemens,X100,589.0,8199
Planta Oeste,0,312.0,7,148.19,2.44,16885.0,Transformador,Siemens,X100,589.0,8199
Planta Oeste,0,312.0,13,63.14,2.97,20709.0,Transformador,Siemens,X100,589.0,8199
Planta Oeste,0,312.0,24,51.04,3.14,41155.0,Transformador,Siemens,X100,589.0,8199
Planta Oeste,0,312.0,31,141.21,2.89,17613.0,Transformador,Siemens,X100,589.0,8199
Planta Sur,0,372.0,21,91.26,4.43,77883.0,Motor,Schneider,X100,2315.0,3170
Planta Sur,0,366.0,21,91.26,4.43,77883.0,Motor,Schneider,X100,2315.0,3170
Planta Norte,1,207.0,31,68.08,0.46,85924.0,Compresor,Schneider,Y200,11976.5,3712
Planta Sur,1,444.0,30,64.39,0.26,8560.0,Transformador,GE,Y200,3710.0,6636
Planta Este,1,313.0,12,97.9,1.88,81021.0,Compresor,ABB,Y200,1769.0,5484
Planta Este,1,165.0,12,97.9,1.88,81021.0,Compresor,ABB,Y200,1769.0,5484
Planta Este,0,24.0,2,85.66,2.63,27339.0,Compresor,GE,X100,2034.0,2128
Planta Este,0,24.0,17,99.17,2.06,65629.0,Compresor,GE,X100,2034.0,2128
Planta Este,0,24.0,20,145.08,1.83,3280.0,Compresor,GE,X100,2034.0,2128
Planta Este,0,127.0,2,85.66,2.63,27339.0,Compresor,GE,X100,2034.0,2128
Planta Este,0,127.0,17,99.17,2.06,65629.0,Compresor,GE,X100,2034.0,2128
Planta Este,0,127.0,20,145.08,1.83,3280.0,Compresor,GE,X100,2034.0,2128
Planta Sur,1,844.0,10,73.72,0.13,31036.0,Compresor,GE,Z300,1789.0,7223
Planta Este,1,569.0,3,121.49,2.16,11056.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,569.0,28,125.85,1.08,39518.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,569.0,31,84.4,2.99,26150.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,19.0,3,121.49,2.16,11056.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,19.0,28,125.85,1.08,39518.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,19.0,31,84.4,2.99,26150.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,453.0,3,121.49,2.16,11056.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,453.0,28,125.85,1.08,39518.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,453.0,31,84.4,2.99,26150.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,79.0,3,121.49,2.16,11056.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,79.0,28,125.85,1.08,39518.0,Transformador,ABB,Y200,2166.0,9505
Planta Este,1,79.0,31,84.4,2.99,26150.0,Transformador,ABB,Y200,2166.0,9505
Planta Sur,1,1093.0,4,83.55,3.15,40368.0,Compresor,ABB,Y200,1149.0,2920
Planta Sur,1,1093.0,22,67.69,2.37,50823.0,Compresor,ABB,Y200,1149.0,2920
Planta Este,0,1242.0,12,56.92,3.52,42485.0,Transformador,ABB,M400,4796.0,9453
Planta Norte,1,728.0,12,138.54,4.87,76814.0,Motor,Schneider,Z300,3933.0,7775
Planta Norte,1,728.0,27,103.44,2.07,29020.0,Motor,Schneider,Z300,3933.0,7775
Planta Sur,1,1378.0,22,118.53,1.56,27110.0,Transformador,GE,X100,4406.0,1237
Planta Este,0,979.0,31,51.18,1.58,95300.0,Motor,GE,Z300,4579.0,8137
Planta Oeste,1,1394.0,30,68.78,4.09,43967.0,Generador,GE,M400,4989.0,4729
Planta Sur,1,450.0,12,77.57,4.86,12775.0,Transformador,GE,Y200,2004.0,4024
Planta Sur,1,450.0,22,140.01,3.86,13801.0,Transformador,GE,Y200,2004.0,4024
Planta Sur,1,518.0,12,77.57,4.86,12775.0,Transformador,GE,Y200,2004.0,4024
Planta Sur,1,518.0,22,140.01,3.86,13801.0,Transformador,GE,Y200,2004.0,4024
Planta Este,1,1444.0,4,126.56,3.42,44109.0,Generador,ABB,X100,194.0,4061
Planta Este,1,1444.0,20,60.82,0.1,17885.0,Generador,ABB,X100,194.0,4061
Planta Este,1,75.0,4,126.56,3.42,44109.0,Generador,ABB,X100,194.0,4061
Planta Este,1,75.0,20,60.82,0.1,17885.0,Generador,ABB,X100,194.0,4061
Planta Sur,0,189.0,19,146.26,3.35,19533.0,Compresor,Schneider,X100,3744.0,1706
Planta Sur,0,86.0,19,146.26,3.35,19533.0,Compresor,Schneider,X100,3744.0,1706
Planta Sur,0,431.0,19,146.26,3.35,19533.0,Compresor,Schneider,X100,3744.0,1706
Planta Norte,1,957.0,15,69.52,1.91,62233.0,Compresor,Schneider,Y200,4806.0,3952
Planta Norte,1,957.0,17,110.82,3.63,35996.0,Compresor,Schneider,Y200,4806.0,3952
Planta Norte,1,957.0,25,121.53,4.21,15677.0,Compresor,Schneider,Y200,4806.0,3952
Planta Sur,0,850.0,1,73.89,0.55,57082.0,Motor,GE,Y200,1102.0,9400
Planta Sur,0,850.0,12,94.95,3.8,41526.0,Motor,GE,Y200,1102.0,9400
Planta Sur,0,137.0,1,73.89,0.55,57082.0,Motor,GE,Y200,1102.0,9400
Planta Sur,0,137.0,12,94.95,3.8,41526.0,Motor,GE,Y200,1102.0,9400
Planta Sur,0,212.0,1,73.89,0.55,57082.0,Motor,GE,Y200,1102.0,9400
Planta Sur,0,212.0,12,94.95,3.8,41526.0,Motor,GE,Y200,1102.0,9400
Planta Norte,1,479.0,2,60.39,4.87,39721.0,Motor,ABB,Y200,742.0,4856
Planta Norte,1,479.0,21,77.85,2.09,23159.0,Motor,ABB,Y200,742.0,4856
Planta Norte,1,55.0,2,60.39,4.87,39721.0,Motor,ABB,Y200,742.0,4856
Planta Norte,1,55.0,21,77.85,2.09,23159.0,Motor,ABB,Y200,742.0,4856
Planta Oeste,1,84.0,16,70.57,3.89,71342.0,Transformador,ABB,Y200,2069.0,3105
Planta Oeste,1,56.0,16,70.57,3.89,71342.0,Transformador,ABB,Y200,2069.0,3105
Planta Sur,1,1393.0,9,118.3,2.08,4455.0,Motor,Siemens,X100,1895.0,4108
Planta Sur,1,1393.0,10,78.05,1.77,27146.0,Motor,Siemens,X100,1895.0,4108
Planta Sur,1,1393.0,29,104.03,3.04,577.0,Motor,Siemens,X100,1895.0,4108
Planta Oeste,0,1494.0,4,120.47,2.04,76479.0,Motor,Siemens,Y200,3461.0,7529
Planta Oeste,0,1494.0,5,102.56,0.22,53108.0,Motor,Siemens,Y200,3461.0,7529
Planta Oeste,0,1494.0,18,74.23,1.48,55074.0,Motor,Siemens,Y200,3461.0,7529
Planta Oeste,0,1494.0,20,125.04,2.12,59336.0,Motor,Siemens,Y200,3461.0,7529
Planta Oeste,0,1494.0,22,101.53,1.62,63603.0,Motor,Siemens,Y200,3461.0,7529
Planta Oeste,0,1494.0,30,67.59,4.38,7824.0,Motor,Siemens,Y200,3461.0,7529
Planta Sur,1,410.0,6,85.1,1.93,61163.0,Generador,ABB,Z300,2986.0,7395
Planta Sur,1,410.0,25,137.46,0.58,58451.0,Generador,ABB,Z300,2986.0,7395
Planta Norte,1,171.0,12,81.68,4.31,7806.0,Compresor,ABB,Y200,1426.0,6849
Planta Norte,1,1381.0,3,134.26,3.66,54973.0,Transformador,Schneider,M400,2374.0,2922
Planta Norte,1,1381.0,24,133.91,1.88,77712.0,Transformador,Schneider,M400,2374.0,2922
Planta Norte,1,489.0,3,134.26,3.66,54973.0,Transformador,Schneider,M400,2374.0,2922
Planta Norte,1,489.0,24,133.91,1.88,77712.0,Transformador,Schneider,M400,2374.0,2922
Planta Sur,0,296.0,6,80.39,3.92,53664.0,Generador,Schneider,Y200,1018.0,7884
Planta Sur,0,296.0,8,91.86,2.55,33235.0,Generador,Schneider,Y200,1018.0,7884
Planta Norte,1,841.0,16,109.18,4.42,83159.0,Transformador,GE,Y200,4404.0,3405
Planta Norte,1,218.0,15,87.13,0.26,23362.0,Motor,Schneider,Y200,2600.0,2830
Planta Norte,1,218.0,28,122.35,2.59,30871.0,Motor,Schneider,Y200,2600.0,2830
Planta Norte,1,139.0,15,87.13,0.26,23362.0,Motor,Schneider,Y200,2600.0,2830
Planta Norte,1,139.0,28,122.35,2.59,30871.0,Motor,Schneider,Y200,2600.0,2830
Planta Sur,1,1475.0,5,60.18,0.8,22016.0,Motor,GE,X100,2519.0,1575
Planta Sur,1,1475.0,11,81.47,3.2,93814.0,Motor,GE,X100,2519.0,1575
Planta Sur,1,449.0,9,76.63,4.04,6661.0,Compresor,Siemens,Y200,756.0,8274
Planta Este,1,1307.0,2,97.45,1.37,73623.0,Generador,ABB,Z300,4234.0,8912
Planta Norte,1,408.0,2,141.27,2.72,44292.0,Generador,Schneider,X100,269.0,7647
Planta Norte,1,408.0,9,55.54,2.89,36900.0,Generador,Schneider,X100,269.0,7647
Planta Norte,1,4.0,2,141.27,2.72,44292.0,Generador,Schneider,X100,269.0,7647
Planta Norte,1,4.0,9,55.54,2.89,36900.0,Generador,Schneider,X100,269.0,7647
Planta Norte,0,540.0,27,100.45,4.52,67831.0,Compresor,Schneider,Y200,1671.0,8525
Planta Norte,0,215.0,27,100.45,4.52,67831.0,Compresor,Schneider,Y200,1671.0,8525
Planta Norte,0,177.0,27,100.45,4.52,67831.0,Compresor,Schneider,Y200,1671.0,8525
Planta Oeste,0,1044.0,4,84.04,4.1,56840.0,Generador,Schneider,Z300,2294.0,5147
Planta Oeste,0,1044.0,5,85.49,0.6,57918.0,Generador,Schneider,Z300,2294.0,5147
Planta Oeste,0,1044.0,25,73.42,3.96,52630.0,Generador,Schneider,Z300,2294.0,5147
Planta Norte,1,408.0,2,141.27,2.72,44292.0,Generador,Schneider,X100,269.0,7647
Planta Norte,1,408.0,9,55.54,2.89,36900.0,Generador,Schneider,X100,269.0,7647
Planta Norte,1,4.0,2,141.27,2.72,44292.0,Generador,Schneider,X100,269.0,7647
Planta Norte,1,4.0,9,55.54,2.89,36900.0,Generador,Schneider,X100,269.0,7647
Planta Oeste,1,1189.0,4,94.67,2.01,12303.0,Motor,ABB,Y200,1083.0,2944
Planta Oeste,1,1189.0,19,85.34,1.66,24690.0,Motor,ABB,Y200,1083.0,2944
Planta Norte,1,237.0,1,70.91,3.87,13145.0,Transformador,Schneider,X100,1197.0,5917
Planta Norte,1,237.0,2,57.95,2.71,96475.0,Transformador,Schneider,X100,1197.0,5917
Planta Norte,1,237.0,8,121.49,4.36,43328.0,Transformador,Schneider,X100,1197.0,5917
Planta Norte,1,237.0,28,124.17,0.84,30994.0,Transformador,Schneider,X100,1197.0,5917
Planta Norte,1,263.0,1,70.91,3.87,13145.0,Transformador,Schneider,X100,1197.0,5917
Planta Norte,1,263.0,2,57.95,2.71,96475.0,Transformador,Schneider,X100,1197.0,5917
Planta Norte,1,263.0,8,121.49,4.36,43328.0,Transformador,Schneider,X100,1197.0,5917
Planta Norte,1,263.0,28,124.17,0.84,30994.0,Transformador,Schneider,X100,1197.0,5917
Planta Sur,0,762.0,22,102.44,0.54,29177.0,Compresor,GE,X100,11976.5,7340
Planta Sur,0,762.0,26,114.06,4.42,71058.0,Compresor,GE,X100,11976.5,7340
Planta Norte,1,109.0,30,64.72,4.52,55082.0,Compresor,Siemens,Y200,521.0,7978
Planta Este,0,543.0,7,55.34,0.39,90905.0,Compresor,Siemens,Z300,3902.0,9335
Planta Este,0,543.0,22,117.85,4.95,77364.0,Compresor,Siemens,Z300,3902.0,9335
Planta Norte,1,996.0,8,63.78,0.54,94032.0,Transformador,Schneider,Y200,3453.0,565
Planta Norte,1,996.0,21,68.12,1.08,29408.0,Transformador,Schneider,Y200,3453.0,565
Planta Norte,1,137.0,8,63.78,0.54,94032.0,Transformador,Schneider,Y200,3453.0,565
Planta Norte,1,137.0,21,68.12,1.08,29408.0,Transformador,Schneider,Y200,3453.0,565
Planta Oeste,1,19.0,16,96.99,2.85,10900.0,Motor,GE,X100,1549.0,8111
Planta Norte,0,607.0,26,66.48,4.19,88809.0,Transformador,GE,M400,253.0,7764
Planta Sur,1,626.0,18,140.6,4.29,99047.0,Generador,Siemens,Z300,3332.0,6373
Planta Sur,1,626.0,21,134.13,1.14,63164.0,Generador,Siemens,Z300,3332.0,6373
Planta Sur,1,410.0,18,140.6,4.29,99047.0,Generador,Siemens,Z300,3332.0,6373
Planta Sur,1,410.0,21,134.13,1.14,63164.0,Generador,Siemens,Z300,3332.0,6373
Planta Sur,0,623.0,27,99.4,1.44,80654.0,Compresor,Siemens,Z300,2707.0,5146
Planta Sur,0,671.0,27,99.4,1.44,80654.0,Compresor,Siemens,Z300,2707.0,5146
Planta Norte,1,34.0,13,133.3,3.57,93698.0,Compresor,ABB,Y200,639.0,3911
Planta Norte,1,37.0,13,133.3,3.57,93698.0,Compresor,ABB,Y200,639.0,3911
Planta Norte,1,140.0,13,133.3,3.57,93698.0,Compresor,ABB,Y200,639.0,3911
Planta Norte,1,160.0,13,133.3,3.57,93698.0,Compresor,ABB,Y200,639.0,3911
Planta Sur,0,392.0,9,70.61,4.2,16223.0,Transformador,Siemens,Z300,855.0,3689
Planta Sur,0,392.0,15,82.86,2.26,85598.0,Transformador,Siemens,Z300,855.0,3689
Planta Oeste,1,189.0,19,146.26,3.35,19533.0,Compresor,Schneider,X100,3744.0,1706
Planta Oeste,1,86.0,19,146.26,3.35,19533.0,Compresor,Schneider,X100,3744.0,1706
Planta Oeste,1,431.0,19,146.26,3.35,19533.0,Compresor,Schneider,X100,3744.0,1706
Planta Este,1,446.0,17,68.0,3.46,61754.0,Compresor,Schneider,X100,4932.0,2023
Planta Sur,1,479.0,2,60.39,4.87,39721.0,Motor,ABB,Y200,742.0,4856
Planta Sur,1,479.0,21,77.85,2.09,23159.0,Motor,ABB,Y200,742.0,4856
Planta Sur,1,55.0,2,60.39,4.87,39721.0,Motor,ABB,Y200,742.0,4856
Planta Sur,1,55.0,21,77.85,2.09,23159.0,Motor,ABB,Y200,742.0,4856
Planta Oeste,1,84.0,16,70.57,3.89,71342.0,Transformador,ABB,Y200,2069.0,3105
Planta Oeste,1,56.0,16,70.57,3.89,71342.0,Transformador,ABB,Y200,2069.0,3105
Planta Oeste,0,127.0,5,122.19,0.35,31920.0,Generador,Schneider,M400,3905.0,4079
Planta Oeste,0,127.0,10,53.54,2.29,62707.0,Generador,Schneider,M400,3905.0,4079
Planta Oeste,0,127.0,24,119.68,3.94,97152.0,Generador,Schneider,M400,3905.0,4079
Planta Norte,1,19.0,16,96.99,2.85,10900.0,Motor,GE,X100,1549.0,8111
Planta Sur,0,524.0,1,85.02,0.85,64368.0,Generador,Siemens,Y200,1294.0,7995
Planta Sur,0,524.0,5,140.4,0.41,73725.0,Generador,Siemens,Y200,1294.0,7995
Planta Sur,0,524.0,26,137.32,1.12,874.0,Generador,Siemens,Y200,1294.0,7995
Planta Sur,0,70.0,1,85.02,0.85,64368.0,Generador,Siemens,Y200,1294.0,7995
Planta Sur,0,70.0,5,140.4,0.41,73725.0,Generador,Siemens,Y200,1294.0,7995
Planta Sur,0,70.0,26,137.32,1.12,874.0,Generador,Siemens,Y200,1294.0,7995
Planta Este,1,661.0,16,95.21,1.31,49593.0,Compresor,Schneider,Z300,3453.0,1807
Planta Este,1,661.0,29,95.74,2.86,18200.0,Compresor,Schneider,Z300,3453.0,1807
Planta Este,1,661.0,30,132.77,1.13,96543.0,Compresor,Schneider,Z300,3453.0,1807
Planta Este,1,661.0,31,52.72,4.07,79560.0,Compresor,Schneider,Z300,3453.0,1807
Planta Sur,1,1305.0,16,113.62,2.51,5931.0,Motor,Schneider,Y200,3480.0,4455
Planta Sur,1,1305.0,23,131.46,11.36,54197.0,Motor,Schneider,Y200,3480.0,4455
Planta Norte,1,386.0,13,145.01,4.47,6894.0,Compresor,ABB,X100,-100.0,3496
Planta Norte,1,75.0,13,145.01,4.47,6894.0,Compresor,ABB,X100,-100.0,3496
Planta Oeste,1,296.0,6,80.39,3.92,53664.0,Generador,Schneider,Y200,1018.0,7884
Planta Oeste,1,296.0,8,91.86,2.55,33235.0,Generador,Schneider,Y200,1018.0,7884
Planta Este,0,319.0,10,89.03,2.42,77680.0,Transformador,Siemens,M400,3839.0,1771
Planta Este,0,319.0,13,138.71,4.17,91593.0,Transformador,Siemens,M400,3839.0,1771
Planta Norte,0,805.0,3,68.69,4.29,92407.0,Transformador,Siemens,Y200,11976.5,1947
Planta Norte,0,805.0,28,72.37,1.06,85970.0,Transformador,Siemens,Y200,11976.5,1947
Planta Oeste,1,267.0,5,140.32,0.75,19507.0,Generador,ABB,M400,1536.0,1999
Planta Oeste,1,267.0,14,94.62,4.8,36233.0,Generador,ABB,M400,1536.0,1999
Planta Oeste,1,154.0,5,140.32,0.75,19507.0,Generador,ABB,M400,1536.0,1999
Planta Oeste,1,154.0,14,94.62,4.8,36233.0,Generador,ABB,M400,1536.0,1999
Planta Norte,0,1381.0,3,134.26,3.66,54973.0,Transformador,Schneider,M400,2374.0,2922
Planta Norte,0,1381.0,24,133.91,1.88,77712.0,Transformador,Schneider,M400,2374.0,2922
Planta Norte,0,489.0,3,134.26,3.66,54973.0,Transformador,Schneider,M400,2374.0,2922
Planta Norte,0,489.0,24,133.91,1.88,77712.0,Transformador,Schneider,M400,2374.0,2922
Planta Norte,1,1357.0,30,58.37,1.19,75375.0,Compresor,ABB,M400,2824.0,4147
Planta Este,1,807.0,18,87.05,1.38,27695.0,Transformador,GE,M400,-100.0,917
Planta Norte,1,357.0,7,75.39,1.89,71041.0,Motor,Schneider,Y200,1706.0,7017
Planta Norte,1,357.0,10,88.55,1.77,51235.0,Motor,Schneider,Y200,1706.0,7017
Planta Norte,1,34.0,13,133.3,3.57,93698.0,Compresor,ABB,Y200,639.0,3911
Planta Norte,1,37.0,13,133.3,3.57,93698.0,Compresor,ABB,Y200,639.0,3911
Planta Norte,1,140.0,13,133.3,3.57,93698.0,Compresor,ABB,Y200,639.0,3911
Planta Norte,1,160.0,13,133.3,3.57,93698.0,Compresor,ABB,Y200,639.0,3911
Planta Este,1,1127.0,6,119.67,0.59,20396.0,Transformador,ABB,X100,2112.0,3199
Planta Este,1,1127.0,20,144.16,1.82,39222.0,Transformador,ABB,X100,2112.0,3199
Planta Este,1,1127.0,22,87.55,1.01,31968.0,Transformador,ABB,X100,2112.0,3199
Planta Sur,1,305.0,14,96.8,1.93,46793.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,1,305.0,29,87.39,3.82,90397.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,1,305.0,30,114.89,3.24,23164.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,1,16.0,14,96.8,1.93,46793.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,1,16.0,29,87.39,3.82,90397.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,1,16.0,30,114.89,3.24,23164.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,1,105.0,14,96.8,1.93,46793.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,1,105.0,29,87.39,3.82,90397.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,1,105.0,30,114.89,3.24,23164.0,Transformador,Schneider,M400,1099.0,8663
Planta Norte,1,879.0,12,81.01,4.04,6067.0,Transformador,GE,Y200,100.0,7685
Planta Norte,1,879.0,22,56.43,1.68,76973.0,Transformador,GE,Y200,100.0,7685
Planta Norte,1,360.0,12,81.01,4.04,6067.0,Transformador,GE,Y200,100.0,7685
Planta Norte,1,360.0,22,56.43,1.68,76973.0,Transformador,GE,Y200,100.0,7685
Planta Norte,1,455.0,26,71.76,3.27,13152.0,Compresor,Siemens,M400,3056.0,9954
Planta Oeste,1,339.0,20,116.72,1.89,47901.0,Compresor,GE,X100,-100.0,5794
Planta Oeste,1,339.0,27,122.56,0.3,85615.0,Compresor,GE,X100,-100.0,5794
Planta Oeste,1,169.0,20,116.72,1.89,47901.0,Compresor,GE,X100,-100.0,5794
Planta Oeste,1,169.0,27,122.56,0.3,85615.0,Compresor,GE,X100,-100.0,5794
Planta Oeste,1,249.0,20,116.72,1.89,47901.0,Compresor,GE,X100,-100.0,5794
Planta Oeste,1,249.0,27,122.56,0.3,85615.0,Compresor,GE,X100,-100.0,5794
Planta Este,1,628.0,17,128.28,0.15,59035.0,Generador,Schneider,Y200,4786.0,3780
Planta Este,1,104.0,17,128.28,0.15,59035.0,Generador,Schneider,Y200,4786.0,3780
Planta Este,1,265.0,17,128.28,0.15,59035.0,Generador,Schneider,Y200,4786.0,3780
Planta Este,0,600.0,11,73.02,3.98,47456.0,Compresor,GE,X100,3217.0,7013
Planta Este,0,600.0,13,117.28,2.54,83752.0,Compresor,GE,X100,3217.0,7013
Planta Este,0,600.0,21,137.09,3.12,35711.0,Compresor,GE,X100,3217.0,7013
Planta Este,0,384.0,11,73.02,3.98,47456.0,Compresor,GE,X100,3217.0,7013
Planta Este,0,384.0,13,117.28,2.54,83752.0,Compresor,GE,X100,3217.0,7013
Planta Este,0,384.0,21,137.09,3.12,35711.0,Compresor,GE,X100,3217.0,7013
Planta Sur,1,305.0,14,96.8,1.93,46793.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,1,305.0,29,87.39,3.82,90397.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,1,305.0,30,114.89,3.24,23164.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,1,16.0,14,96.8,1.93,46793.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,1,16.0,29,87.39,3.82,90397.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,1,16.0,30,114.89,3.24,23164.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,1,105.0,14,96.8,1.93,46793.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,1,105.0,29,87.39,3.82,90397.0,Transformador,Schneider,M400,1099.0,8663
Planta Sur,1,105.0,30,114.89,3.24,23164.0,Transformador,Schneider,M400,1099.0,8663
Planta Norte,0,410.0,6,85.1,1.93,61163.0,Generador,ABB,Z300,2986.0,7395
Planta Norte,0,410.0,25,137.46,0.58,58451.0,Generador,ABB,Z300,2986.0,7395
Planta Este,1,466.0,7,86.84,4.39,17974.0,Generador,Siemens,X100,1372.0,9739
