ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Tiempo_Reparacion_Horas,Costo_Mantenimiento,Ubicacion
OT002197,E010,2021-01-05,Preventivo,26,2129,Planta Este
OT002198,E011,2021-01-06,Preventivo,44,3869,Planta Oeste
OT002199,E010,2021-01-07,Correctivo,35,4794,Planta Oeste
OT002200,E006,2021-01-08,Preventivo,7,3421,Planta Norte
OT002201,E016,2021-01-09,Correctivo,30,2128,Planta Sur
OT002202,E017,2021-01-10,Preventivo,22,4984,Planta Sur
OT002203,E017,2021-01-11,Preventivo,21,4965,Planta Este
OT002204,E015,2021-01-12,Preventivo,13,4378,Planta Norte
OT002205,E007,2021-01-13,Preventivo,47,4678,Planta Este
OT002206,E015,2021-01-14,Preventivo,47,1612,Planta Norte
OT002207,E001,2021-01-15,Preventivo,7,2254,Planta Norte
OT002208,E009,2021-01-16,Preventivo,31,4162,Planta Este
OT002209,E014,2021-01-17,Preventivo,16,3139,Planta Oeste
OT002210,E017,2021-01-18,Preventivo,4,2552,Planta Norte
OT002211,E019,2021-01-19,Correctivo,28,3579,Planta Este
OT002212,E017,2021-01-20,Preventivo,11,805,Planta Sur
OT002213,E003,2021-01-21,Correctivo,38,4316,Planta Oeste
OT002214,E015,2021-01-22,Preventivo,4,4481,Planta Sur
OT002215,E019,2021-01-23,Preventivo,41,2332,Planta Este
OT002216,E003,2021-01-24,Correctivo,32,819,Planta Sur
OT002217,E014,2021-01-25,Preventivo,4,4707,Planta Este
OT002218,E001,2021-01-26,Preventivo,45,930,Planta Norte
OT002219,E016,2021-01-27,Preventivo,2,2942,Planta Norte
OT002220,E018,2021-01-28,Preventivo,17,1726,Planta Norte
OT002221,E002,2021-01-29,Preventivo,14,526,Planta Este
OT002222,E011,2021-01-30,Correctivo,33,4509,Planta Norte
OT002223,E001,2021-01-31,Preventivo,36,3927,Planta Norte
OT002224,E006,2021-02-01,Correctivo,41,4030,Planta Norte
OT002225,E010,2021-02-02,Preventivo,36,1373,Planta Este
OT002226,E010,2021-02-03,Correctivo,2,2131,Planta Oeste
OT002227,E007,2021-02-04,Preventivo,43,2412,Planta Oeste
OT002228,E009,2021-02-05,Correctivo,24,2459,Planta Este
OT002229,E004,2021-02-06,Preventivo,42,2276,Planta Sur
OT002230,E009,2021-02-07,Preventivo,40,4743,Planta Este
OT002231,E019,2021-02-08,Correctivo,31,3700,Planta Oeste
OT002232,E015,2021-02-09,Correctivo,6,1666,Planta Sur
OT002233,E005,2021-02-10,Preventivo,20,3941,Planta Este
OT002234,E018,2021-02-11,Correctivo,37,657,Planta Norte
OT002235,E014,2021-02-12,Preventivo,18,1110,Planta Sur
OT002236,E002,2021-02-13,Preventivo,5,4654,Planta Norte
OT002237,E020,2021-02-14,Correctivo,44,1377,Planta Este
OT002238,E015,2021-02-15,Correctivo,16,3639,Planta Oeste
OT002239,E004,2021-02-16,Correctivo,5,3716,Planta Oeste
OT002240,E012,2021-02-17,Preventivo,4,4531,Planta Sur
OT002241,E005,2021-02-18,Preventivo,13,4276,Planta Norte
OT002242,E017,2021-02-19,Correctivo,8,2073,Planta Oeste
OT002243,E003,2021-02-20,Correctivo,27,1255,Planta Este
OT002244,E017,2021-02-21,Correctivo,9,2873,Planta Oeste
OT002245,E015,2021-02-22,Correctivo,5,3996,Planta Este
OT002246,E010,2021-02-23,Correctivo,31,3951,Planta Norte
OT002247,E019,2021-02-24,Correctivo,28,1055,Planta Sur
OT002248,E005,2021-02-25,Preventivo,23,3088,Planta Norte
OT002249,E007,2021-02-26,Correctivo,37,1705,Planta Sur
OT002250,E019,2021-02-27,Preventivo,20,1860,Planta Oeste
OT002251,E001,2021-02-28,Preventivo,37,2447,Planta Sur
OT002252,E006,2021-03-01,Correctivo,44,4105,Planta Este
OT002253,E010,2021-03-02,Correctivo,42,2325,Planta Sur
OT002254,E007,2021-03-03,Correctivo,40,2197,Planta Norte
OT002255,E001,2021-03-04,Correctivo,2,3810,Planta Sur
OT002256,E017,2021-03-05,Correctivo,45,2317,Planta Oeste
OT002257,E016,2021-03-06,Preventivo,9,909,Planta Norte
OT002258,E007,2021-03-07,Correctivo,34,2317,Planta Sur
OT002259,E009,2021-03-08,Preventivo,16,3678,Planta Oeste
OT002260,E016,2021-03-09,Correctivo,10,2093,Planta Oeste
OT002261,E015,2021-03-10,Correctivo,5,4616,Planta Oeste
OT002262,E003,2021-03-11,Preventivo,40,1128,Planta Sur
OT002263,E008,2021-03-12,Correctivo,2,2829,Planta Norte
OT002264,E011,2021-03-13,Correctivo,23,2170,Planta Norte
OT002265,E020,2021-03-14,Preventivo,26,3974,Planta Sur
OT002266,E001,2021-03-15,Preventivo,40,2770,Planta Oeste
OT002267,E007,2021-03-16,Correctivo,43,1693,Planta Norte
OT002268,E007,2021-03-17,Correctivo,43,4384,Planta Este
OT002269,E014,2021-03-18,Preventivo,37,4984,Planta Sur
OT002270,E012,2021-03-19,Preventivo,27,3774,Planta Oeste
OT002271,E011,2021-03-20,Preventivo,16,3887,Planta Norte
OT002272,E017,2021-03-21,Correctivo,11,2656,Planta Norte
OT002273,E013,2021-03-22,Preventivo,16,1134,Planta Este
OT002274,E017,2021-03-23,Correctivo,41,2910,Planta Este
OT002275,E005,2021-03-24,Preventivo,40,3910,Planta Norte
OT002276,E004,2021-03-25,Preventivo,3,1063,Planta Este
OT002277,E013,2021-03-26,Correctivo,43,940,Planta Norte
OT002278,E007,2021-03-27,Correctivo,3,3911,Planta Este
OT002279,E017,2021-03-28,Correctivo,18,4171,Planta Oeste
OT002280,E005,2021-03-29,Correctivo,40,3266,Planta Oeste
OT002281,E007,2021-03-30,Preventivo,26,3602,Planta Norte
OT002282,E012,2021-03-31,Preventivo,5,647,Planta Sur
OT002283,E009,2021-04-01,Correctivo,31,4413,Planta Norte
OT002284,E002,2021-04-02,Preventivo,30,4301,Planta Sur
OT002285,E012,2021-04-03,Correctivo,23,1195,Planta Este
OT002286,E004,2021-04-04,Preventivo,44,3704,Planta Sur
OT002287,E015,2021-04-05,Preventivo,30,4990,Planta Sur
OT002288,E001,2021-04-06,Preventivo,15,4591,Planta Sur
OT002289,E013,2021-04-07,Correctivo,22,3546,Planta Sur
OT002290,E014,2021-04-08,Preventivo,39,4172,Planta Oeste
OT002291,E020,2021-04-09,Preventivo,2,3055,Planta Este
OT002292,E010,2021-04-10,Correctivo,15,2808,Planta Sur
OT002293,E002,2021-04-11,Preventivo,28,3262,Planta Este
OT002294,E019,2021-04-12,Preventivo,44,2233,Planta Este
OT002295,E007,2021-04-13,Preventivo,29,1435,Planta Norte
OT002296,E002,2021-04-14,Preventivo,7,3189,Planta Oeste
OT002297,E004,2021-04-15,Correctivo,47,1213,Planta Oeste
OT002298,E011,2021-04-16,Preventivo,24,4194,Planta Oeste
OT002299,E003,2021-04-17,Preventivo,33,3743,Planta Sur
OT002300,E014,2021-04-18,Preventivo,37,4796,Planta Este
OT002301,E005,2021-04-19,Preventivo,4,1093,Planta Oeste
OT002302,E014,2021-04-20,Preventivo,13,2090,Planta Este
OT002303,E020,2021-04-21,Correctivo,5,3564,Planta Este
OT002304,E008,2021-04-22,Preventivo,39,1067,Planta Oeste
OT002305,E011,2021-04-23,Correctivo,40,1855,Planta Este
OT002306,E004,2021-04-24,Preventivo,47,3336,Planta Norte
OT002307,E003,2021-04-25,Correctivo,36,995,Planta Oeste
OT002308,E004,2021-04-26,Correctivo,8,4520,Planta Sur
OT002309,E012,2021-04-27,Correctivo,36,986,Planta Oeste
OT002310,E009,2021-04-28,Preventivo,16,4423,Planta Norte
OT002311,E011,2021-04-29,Preventivo,22,4968,Planta Este
OT002312,E012,2021-04-30,Preventivo,27,723,Planta Sur
OT002313,E004,2021-05-01,Correctivo,28,1488,Planta Oeste
OT002314,E006,2021-05-02,Correctivo,15,3673,Planta Oeste
OT002315,E015,2021-05-03,Preventivo,44,3185,Planta Este
OT002316,E017,2021-05-04,Preventivo,23,3719,Planta Este
OT002317,E004,2021-05-05,Preventivo,36,3910,Planta Oeste
OT002318,E019,2021-05-06,Correctivo,25,3211,Planta Oeste
OT002319,E010,2021-05-07,Correctivo,43,1110,Planta Este
OT002320,E012,2021-05-08,Correctivo,43,997,Planta Oeste
OT002321,E017,2021-05-09,Preventivo,4,4559,Planta Sur
OT002322,E017,2021-05-10,Preventivo,12,4866,Planta Oeste
OT002323,E007,2021-05-11,Preventivo,17,4297,Planta Este
OT002324,E016,2021-05-12,Correctivo,7,626,Planta Sur
OT002325,E010,2021-05-13,Correctivo,11,2238,Planta Norte
OT002326,E019,2021-05-14,Correctivo,17,3253,Planta Norte
OT002327,E013,2021-05-15,Correctivo,35,1053,Planta Oeste
OT002328,E018,2021-05-16,Preventivo,11,1300,Planta Oeste
OT002329,E009,2021-05-17,Preventivo,13,3361,Planta Sur
OT002330,E008,2021-05-18,Preventivo,4,1164,Planta Oeste
OT002331,E006,2021-05-19,Preventivo,42,4646,Planta Sur
OT002332,E001,2021-05-20,Correctivo,17,4310,Planta Sur
OT002333,E013,2021-05-21,Correctivo,37,786,Planta Sur
OT002334,E011,2021-05-22,Correctivo,20,1178,Planta Norte
OT002335,E003,2021-05-23,Correctivo,44,1376,Planta Este
OT002336,E012,2021-05-24,Correctivo,42,1715,Planta Norte
OT002337,E014,2021-05-25,Correctivo,42,4176,Planta Sur
OT002338,E019,2021-05-26,Correctivo,27,667,Planta Oeste
OT002339,E010,2021-05-27,Correctivo,14,3749,Planta Sur
OT002340,E015,2021-05-28,Correctivo,42,3804,Planta Sur
OT002341,E008,2021-05-29,Correctivo,37,3507,Planta Sur
OT002342,E016,2021-05-30,Correctivo,20,2468,Planta Norte
OT002343,E011,2021-05-31,Correctivo,11,1737,Planta Norte
OT002344,E006,2021-06-01,Correctivo,33,3034,Planta Este
OT002345,E016,2021-06-02,Preventivo,39,3075,Planta Este
OT002346,E019,2021-06-03,Correctivo,33,2924,Planta Oeste
OT002347,E020,2021-06-04,Correctivo,5,2125,Planta Este
OT002348,E008,2021-06-05,Preventivo,26,1657,Planta Este
OT002349,E009,2021-06-06,Preventivo,29,3462,Planta Norte
OT002350,E016,2021-06-07,Preventivo,37,2348,Planta Este
OT002351,E014,2021-06-08,Correctivo,23,3333,Planta Sur
OT002352,E006,2021-06-09,Preventivo,27,4824,Planta Norte
OT002353,E003,2021-06-10,Preventivo,46,4246,Planta Sur
OT002354,E010,2021-06-11,Preventivo,21,1546,Planta Sur
OT002355,E014,2021-06-12,Correctivo,23,3065,Planta Oeste
OT002356,E009,2021-06-13,Correctivo,13,3283,Planta Norte
OT002357,E018,2021-06-14,Preventivo,8,1724,Planta Norte
OT002358,E014,2021-06-15,Correctivo,17,4288,Planta Sur
OT002359,E016,2021-06-16,Correctivo,17,2220,Planta Sur
OT002360,E002,2021-06-17,Correctivo,15,1545,Planta Norte
OT002361,E009,2021-06-18,Correctivo,6,1163,Planta Sur
OT002362,E015,2021-06-19,Preventivo,22,4138,Planta Norte
OT002363,E005,2021-06-20,Preventivo,34,4674,Planta Sur
OT002364,E019,2021-06-21,Correctivo,26,759,Planta Sur
OT002365,E014,2021-06-22,Preventivo,38,1961,Planta Norte
OT002366,E018,2021-06-23,Correctivo,22,1833,Planta Oeste
OT002367,E006,2021-06-24,Correctivo,47,3888,Planta Este
OT002368,E006,2021-06-25,Preventivo,17,4621,Planta Sur
OT002369,E002,2021-06-26,Correctivo,46,1843,Planta Este
OT002370,E003,2021-06-27,Correctivo,33,1306,Planta Este
OT002371,E005,2021-06-28,Preventivo,42,2472,Planta Sur
OT002372,E009,2021-06-29,Preventivo,30,4997,Planta Sur
OT002373,E020,2021-06-30,Preventivo,40,1529,Planta Sur
OT002374,E005,2021-07-01,Correctivo,44,3005,Planta Sur
OT002375,E010,2021-07-02,Correctivo,20,2340,Planta Este
OT002376,E012,2021-07-03,Correctivo,24,2214,Planta Norte
OT002377,E001,2021-07-04,Correctivo,31,4843,Planta Este
OT002378,E017,2021-07-05,Correctivo,37,2598,Planta Norte
OT002379,E016,2021-07-06,Preventivo,24,4765,Planta Oeste
OT002380,E006,2021-07-07,Correctivo,18,2482,Planta Oeste
OT002381,E009,2021-07-08,Preventivo,28,3879,Planta Este
OT002382,E016,2021-07-09,Correctivo,12,1515,Planta Este
OT002383,E001,2021-07-10,Preventivo,27,4297,Planta Sur
OT002384,E003,2021-07-11,Preventivo,14,2829,Planta Sur
OT002385,E005,2021-07-12,Correctivo,23,1177,Planta Norte
OT002386,E018,2021-07-13,Correctivo,31,1216,Planta Sur
OT002387,E002,2021-07-14,Preventivo,44,4309,Planta Este
OT002388,E013,2021-07-15,Preventivo,9,4589,Planta Sur
OT002389,E007,2021-07-16,Preventivo,37,4604,Planta Sur
OT002390,E016,2021-07-17,Preventivo,10,4432,Planta Oeste
OT002391,E010,2021-07-18,Correctivo,21,3216,Planta Oeste
OT002392,E009,2021-07-19,Preventivo,43,4950,Planta Sur
OT002393,E011,2021-07-20,Preventivo,44,2302,Planta Sur
OT002394,E016,2021-07-21,Preventivo,37,2579,Planta Oeste
OT002395,E017,2021-07-22,Preventivo,30,4047,Planta Este
OT002396,E001,2021-07-23,Preventivo,21,657,Planta Sur
OT002397,E017,2021-07-24,Correctivo,3,1099,Planta Sur
OT002398,E013,2021-07-25,Correctivo,23,2805,Planta Oeste
OT002399,E010,2021-07-26,Correctivo,28,821,Planta Sur
OT002400,E010,2021-07-27,Correctivo,3,2495,Planta Norte
OT002401,E009,2021-07-28,Preventivo,40,3528,Planta Norte
OT002402,E002,2021-07-29,Preventivo,32,2802,Planta Este
OT002403,E010,2021-07-30,Correctivo,29,1377,Planta Sur
OT002404,E010,2021-07-31,Correctivo,5,3889,Planta Sur
OT002405,E009,2021-08-01,Correctivo,28,4650,Planta Sur
OT002406,E006,2021-08-02,Correctivo,44,2680,Planta Oeste
OT002407,E012,2021-08-03,Correctivo,13,3869,Planta Norte
OT002408,E002,2021-08-04,Preventivo,31,2887,Planta Sur
OT002409,E012,2021-08-05,Preventivo,29,2253,Planta Norte
OT002410,E002,2021-08-06,Correctivo,2,1898,Planta Oeste
OT002411,E003,2021-08-07,Preventivo,44,1461,Planta Norte
OT002412,E007,2021-08-08,Preventivo,40,1537,Planta Sur
OT002413,E011,2021-08-09,Preventivo,15,3586,Planta Norte
OT002414,E020,2021-08-10,Preventivo,15,3179,Planta Oeste
OT002415,E015,2021-08-11,Correctivo,16,1371,Planta Sur
OT002416,E001,2021-08-12,Correctivo,5,2667,Planta Este
OT002417,E001,2021-08-13,Preventivo,36,3104,Planta Oeste
OT002418,E010,2021-08-14,Preventivo,31,1457,Planta Oeste
OT002419,E009,2021-08-15,Correctivo,20,1493,Planta Oeste
OT002420,E020,2021-08-16,Correctivo,25,2928,Planta Este
OT002421,E011,2021-08-17,Correctivo,23,2456,Planta Oeste
OT002422,E012,2021-08-18,Preventivo,24,3731,Planta Norte
OT002423,E003,2021-08-19,Correctivo,2,2402,Planta Este
OT002424,E005,2021-08-20,Correctivo,18,3692,Planta Norte
OT002425,E012,2021-08-21,Correctivo,13,3381,Planta Oeste
OT002426,E009,2021-08-22,Correctivo,19,4745,Planta Este
OT002427,E008,2021-08-23,Correctivo,19,2452,Planta Oeste
OT002428,E009,2021-08-24,Preventivo,30,573,Planta Este
OT002429,E014,2021-08-25,Correctivo,46,1140,Planta Este
OT002430,E011,2021-08-26,Preventivo,27,680,Planta Este
OT002431,E020,2021-08-27,Correctivo,37,2848,Planta Este
OT002432,E013,2021-08-28,Preventivo,24,3262,Planta Este
OT002433,E018,2021-08-29,Preventivo,9,1699,Planta Oeste
OT002434,E008,2021-08-30,Preventivo,29,4002,Planta Norte
OT002435,E006,2021-08-31,Preventivo,23,1699,Planta Este
OT002436,E002,2021-09-01,Preventivo,31,3123,Planta Sur
OT002437,E017,2021-09-02,Preventivo,22,620,Planta Sur
OT002438,E009,2021-09-03,Preventivo,43,4467,Planta Oeste
OT002439,E003,2021-09-04,Preventivo,18,1457,Planta Este
OT002440,E020,2021-09-05,Correctivo,10,3264,Planta Este
OT002441,E004,2021-09-06,Correctivo,29,4987,Planta Oeste
OT002442,E012,2021-09-07,Preventivo,11,3831,Planta Oeste
OT002443,E006,2021-09-08,Preventivo,2,783,Planta Oeste
OT002444,E019,2021-09-09,Preventivo,20,3696,Planta Norte
OT002445,E015,2021-09-10,Correctivo,33,1789,Planta Sur
OT002446,E004,2021-09-11,Correctivo,8,4372,Planta Norte
OT002447,E015,2021-09-12,Preventivo,13,1455,Planta Sur
OT002448,E001,2021-09-13,Correctivo,35,2885,Planta Norte
OT002449,E010,2021-09-14,Preventivo,32,4254,Planta Oeste
OT002450,E016,2021-09-15,Correctivo,12,3937,Planta Sur
OT002451,E013,2021-09-16,Correctivo,8,2531,Planta Norte
OT002452,E016,2021-09-17,Correctivo,38,3298,Planta Sur
OT002453,E019,2021-09-18,Correctivo,21,1659,Planta Oeste
OT002454,E011,2021-09-19,Preventivo,11,3049,Planta Norte
OT002455,E016,2021-09-20,Preventivo,10,4797,Planta Este
OT002456,E007,2021-09-21,Correctivo,39,927,Planta Este
OT002457,E018,2021-09-22,Preventivo,32,1319,Planta Sur
OT002458,E019,2021-09-23,Correctivo,10,4570,Planta Norte
OT002459,E004,2021-09-24,Preventivo,33,3291,Planta Este
OT002460,E007,2021-09-25,Correctivo,33,1547,Planta Sur
OT002461,E016,2021-09-26,Preventivo,9,2489,Planta Este
OT002462,E019,2021-09-27,Preventivo,31,1016,Planta Este
OT002463,E010,2021-09-28,Preventivo,20,2655,Planta Sur
OT002464,E004,2021-09-29,Preventivo,4,2832,Planta Oeste
OT002465,E018,2021-09-30,Preventivo,6,1071,Planta Sur
OT002466,E009,2021-10-01,Preventivo,42,3767,Planta Sur
OT002467,E011,2021-10-02,Correctivo,33,1330,Planta Sur
OT002468,E020,2021-10-03,Preventivo,25,3928,Planta Oeste
OT002469,E001,2021-10-04,Correctivo,15,2682,Planta Oeste
OT002470,E008,2021-10-05,Preventivo,29,3571,Planta Oeste
OT002471,E007,2021-10-06,Preventivo,39,1483,Planta Oeste
OT002472,E019,2021-10-07,Preventivo,14,1596,Planta Norte
OT002473,E019,2021-10-08,Preventivo,18,1671,Planta Oeste
OT002474,E014,2021-10-09,Preventivo,4,3204,Planta Sur
OT002475,E008,2021-10-10,Correctivo,45,1999,Planta Oeste
OT002476,E013,2021-10-11,Preventivo,37,3075,Planta Sur
OT002477,E016,2021-10-12,Preventivo,22,1906,Planta Norte
OT002478,E019,2021-10-13,Preventivo,2,2480,Planta Oeste
OT002479,E010,2021-10-14,Correctivo,26,3188,Planta Norte
OT002480,E001,2021-10-15,Preventivo,36,1637,Planta Sur
OT002481,E005,2021-10-16,Preventivo,39,1682,Planta Norte
OT002482,E013,2021-10-17,Correctivo,15,3506,Planta Oeste
OT002483,E013,2021-10-18,Correctivo,14,2629,Planta Este
OT002484,E005,2021-10-19,Correctivo,25,4538,Planta Norte
OT002485,E005,2021-10-20,Correctivo,41,3966,Planta Este
OT002486,E011,2021-10-21,Preventivo,4,3818,Planta Sur
OT002487,E005,2021-10-22,Preventivo,2,3565,Planta Oeste
OT002488,E005,2021-10-23,Correctivo,11,2841,Planta Norte
OT002489,E004,2021-10-24,Preventivo,41,3700,Planta Este
OT002490,E017,2021-10-25,Correctivo,28,797,Planta Sur
OT002491,E010,2021-10-26,Preventivo,8,2697,Planta Norte
OT002492,E006,2021-10-27,Preventivo,19,1352,Planta Norte
OT002493,E001,2021-10-28,Correctivo,18,1347,Planta Oeste
OT002494,E017,2021-10-29,Correctivo,14,1594,Planta Norte
OT002495,E009,2021-10-30,Correctivo,12,1943,Planta Norte
OT002496,E003,2021-10-31,Correctivo,40,3647,Planta Norte
OT002497,E001,2021-11-01,Preventivo,30,1405,Planta Norte
OT002498,E011,2021-11-02,Correctivo,40,3084,Planta Norte
OT002499,E011,2021-11-03,Correctivo,44,1269,Planta Oeste
OT002500,E020,2021-11-04,Preventivo,29,4108,Planta Oeste
OT002501,E001,2021-11-05,Correctivo,36,3525,Planta Este
OT002502,E012,2021-11-06,Preventivo,36,2950,Planta Sur
OT002503,E016,2021-11-07,Correctivo,3,1575,Planta Oeste
OT002504,E012,2021-11-08,Correctivo,22,3660,Planta Este
OT002505,E006,2021-11-09,Correctivo,41,3269,Planta Sur
OT002506,E015,2021-11-10,Correctivo,15,4107,Planta Este
OT002507,E002,2021-11-11,Correctivo,17,1359,Planta Sur
OT002508,E005,2021-11-12,Correctivo,34,1390,Planta Sur
OT002509,E013,2021-11-13,Correctivo,35,2672,Planta Oeste
OT002510,E001,2021-11-14,Preventivo,33,2958,Planta Oeste
OT002511,E007,2021-11-15,Preventivo,46,4629,Planta Este
OT002512,E010,2021-11-16,Correctivo,2,4400,Planta Sur
OT002513,E020,2021-11-17,Preventivo,6,3079,Planta Norte
OT002514,E020,2021-11-18,Preventivo,38,3980,Planta Este
OT002515,E011,2021-11-19,Preventivo,8,4533,Planta Sur
OT002516,E016,2021-11-20,Correctivo,6,2221,Planta Norte
OT002517,E010,2021-11-21,Correctivo,42,3950,Planta Sur
OT002518,E012,2021-11-22,Correctivo,34,4712,Planta Este
OT002519,E001,2021-11-23,Preventivo,14,2233,Planta Norte
OT002520,E013,2021-11-24,Correctivo,6,2570,Planta Oeste
OT002521,E012,2021-11-25,Preventivo,39,2902,Planta Este
OT002522,E004,2021-11-26,Preventivo,40,3548,Planta Sur
OT002523,E010,2021-11-27,Preventivo,17,2229,Planta Oeste
OT002524,E002,2021-11-28,Preventivo,34,3447,Planta Sur
OT002525,E006,2021-11-29,Preventivo,25,4556,Planta Este
OT002526,E005,2021-11-30,Preventivo,45,1097,Planta Norte
OT002527,E017,2021-12-01,Preventivo,47,2572,Planta Este
OT002528,E011,2021-12-02,Correctivo,40,591,Planta Norte
OT002529,E007,2021-12-03,Preventivo,44,1004,Planta Este
OT002530,E020,2021-12-04,Preventivo,25,1651,Planta Este
OT002531,E006,2021-12-05,Correctivo,45,1673,Planta Oeste
OT002532,E006,2021-12-06,Correctivo,42,2971,Planta Oeste
OT002533,E006,2021-12-07,Correctivo,7,1916,Planta Sur
OT002534,E008,2021-12-08,Correctivo,12,4057,Planta Oeste
OT002535,E014,2021-12-09,Preventivo,22,1367,Planta Sur
OT002536,E019,2021-12-10,Correctivo,32,2012,Planta Este
OT002537,E016,2021-12-11,Correctivo,23,2335,Planta Oeste
OT002538,E015,2021-12-12,Preventivo,37,1974,Planta Oeste
OT002539,E020,2021-12-13,Correctivo,17,4801,Planta Este
OT002540,E004,2021-12-14,Correctivo,18,4876,Planta Norte
OT002541,E011,2021-12-15,Preventivo,2,3694,Planta Norte
OT002542,E007,2021-12-16,Preventivo,46,4262,Planta Este
OT002543,E008,2021-12-17,Correctivo,3,1422,Planta Oeste
OT002544,E011,2021-12-18,Correctivo,13,2083,Planta Oeste
OT002545,E006,2021-12-19,Correctivo,16,2629,Planta Oeste
OT002546,E014,2021-12-20,Preventivo,22,4413,Planta Sur
OT002547,E006,2021-12-21,Correctivo,26,4686,Planta Oeste
OT002548,E005,2021-12-22,Preventivo,2,1220,Planta Oeste
OT002549,E008,2021-12-23,Preventivo,23,3290,Planta Norte
OT002550,E012,2021-12-24,Preventivo,30,1852,Planta Norte
OT002551,E020,2021-12-25,Correctivo,4,4231,Planta Oeste
OT002552,E004,2021-12-26,Correctivo,33,3178,Planta Oeste
OT002553,E007,2021-12-27,Correctivo,38,650,Planta Este
OT002554,E016,2021-12-28,Correctivo,30,3309,Planta Sur
OT002555,E014,2021-12-29,Correctivo,47,3819,Planta Este
OT002556,E016,2021-12-30,Preventivo,15,4301,Planta Sur
OT002557,E003,2021-12-31,Correctivo,12,2814,Planta Sur
OT002558,E004,2022-01-01,Preventivo,10,2668,Planta Oeste
OT002559,E019,2022-01-02,Preventivo,44,4433,Planta Norte
OT002560,E016,2022-01-03,Preventivo,9,2141,Planta Oeste
OT002561,E016,2022-01-04,Preventivo,37,874,Planta Este
OT002562,E001,2022-01-05,Preventivo,24,3376,Planta Norte
OT002563,E012,2022-01-06,Preventivo,5,2171,Planta Este
OT002564,E008,2022-01-07,Correctivo,39,3301,Planta Oeste
OT002565,E014,2022-01-08,Correctivo,21,3420,Planta Sur
OT002566,E013,2022-01-09,Correctivo,38,2398,Planta Sur
OT002567,E001,2022-01-10,Correctivo,37,4496,Planta Oeste
OT002568,E015,2022-01-11,Correctivo,47,3712,Planta Sur
OT002569,E007,2022-01-12,Preventivo,32,2127,Planta Este
OT002570,E019,2022-01-13,Preventivo,9,3232,Planta Oeste
OT002571,E005,2022-01-14,Correctivo,43,1721,Planta Este
OT002572,E013,2022-01-15,Preventivo,11,1513,Planta Norte
OT002573,E020,2022-01-16,Preventivo,8,2149,Planta Sur
OT002574,E012,2022-01-17,Correctivo,12,4351,Planta Norte
OT002575,E020,2022-01-18,Correctivo,9,2029,Planta Oeste
OT002576,E002,2022-01-19,Preventivo,31,3553,Planta Este
OT002577,E007,2022-01-20,Correctivo,24,3073,Planta Este
